term_id	term_name	n_methods_tested	n_methods_significant	pvalue	fold_enrichment

Disease Ontology:
GO:0050777	negative regulation of immune response	2	1	6.45727912473859e-07	4.3478260869565215
GO:0006955	immune response	2	1	6.684380955113724e-07	4.139803189684425
GO:0009595	detection of biotic stimulus	2	1	6.81646291633697e-07	5.172413793103448
GO:0002526	acute inflammatory response	2	1	7.12578156480959e-07	8.771929824561404
GO:0032609	type II interferon production	2	1	7.35592821321518e-07	5.084745762711864
GO:0032649	regulation of type II interferon production	2	1	7.35592821321518e-07	5.084745762711864
GO:0002532	production of molecular mediator involved in inflammatory response	2	1	7.79434725206585e-07	3.968253968253968
GO:0007596	blood coagulation	2	1	9.10124197117668e-07	3.767123287671233
GO:0051236	establishment of RNA localization	2	1	9.11551118646107e-07	0.3802281368821293
GO:0098727	maintenance of cell number	2	1	9.26250046521508e-07	1.7241379310344829
GO:0050860	negative regulation of T cell receptor signaling pathway	2	1	9.48352479417738e-07	12.727272727272728
GO:0006164	purine nucleotide biosynthetic process	2	1	9.4968710429022e-07	0.352112676056338
GO:0050817	coagulation	2	1	1.0346716567966e-06	3.741496598639456
GO:0032692	negative regulation of interleukin-1 production	2	1	1.41744690496104e-06	9.433962264150942
GO:0014902	myotube differentiation	2	1	1.62715073214453e-06	2.23463687150838
GO:1902600	proton transmembrane transport	2	1	1.69098624369646e-06	0.0
GO:0061157	mRNA destabilization	2	1	1.99334979415743e-06	0.53475935828877
GO:0000723	telomere maintenance	2	1	2.03408059750974e-06	0.7352941176470588
GO:0032755	positive regulation of interleukin-6 production	2	1	2.07089045223263e-06	1.574803149606299
GO:2000779	regulation of double-strand break repair	2	1	2.1512073310507e-06	1.2658227848101264
GO:2000781	positive regulation of double-strand break repair	2	1	2.30075636613258e-06	1.2345679012345678
GO:0050779	RNA destabilization	2	1	2.30102628988625e-06	0.5235602094240838
GO:0042273	ribosomal large subunit biogenesis	2	1	2.3340235825337e-06	0.7633587786259541
GO:0043487	regulation of RNA stability	2	1	2.59218257446408e-06	0.6289308176100629
GO:2000036	regulation of stem cell population maintenance	2	1	2.603903563014e-06	1.8691588785046729
GO:0061900	glial cell activation	2	1	2.99634469547172e-06	4.054054054054054
GO:0002752	cell surface pattern recognition receptor signaling pathway	2	1	3.08914396263127e-06	4.62962962962963
GO:0043488	regulation of mRNA stability	2	1	3.26667343341339e-06	0.6711409395973155
GO:0032635	interleukin-6 production	2	1	3.59007768846453e-06	2.061855670103093
GO:0032675	regulation of interleukin-6 production	2	1	3.59007768846453e-06	2.061855670103093
GO:0032204	regulation of telomere maintenance	2	1	3.6190668122468e-06	1.0869565217391304
GO:0007004	telomere maintenance via telomerase	2	1	3.74768445557798e-06	2.0
GO:0000768	syncytium formation by plasma membrane fusion	2	1	3.819975116934e-06	2.3255813953488373
GO:0140253	cell-cell fusion	2	1	3.819975116934e-06	2.3255813953488373
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	2	1	3.8819958299019e-06	0.0
GO:0050657	nucleic acid transport	2	1	4.15657551874039e-06	0.0
GO:0050658	RNA transport	2	1	4.15657551874039e-06	0.0
GO:0030490	maturation of SSU-rRNA	2	1	4.70958104454374e-06	0.8403361344537815
GO:0007599	hemostasis	2	1	4.92571050614288e-06	3.654485049833888
GO:1903313	positive regulation of mRNA metabolic process	2	1	5.79510855770084e-06	0.4545454545454545
GO:0000470	maturation of LSU-rRNA	2	1	6.02398305961393e-06	0.0
GO:0030162	regulation of proteolysis	2	1	6.35661629000417e-06	2.5
GO:0006360	transcription by RNA polymerase I	2	1	6.55304631437156e-06	0.8695652173913044
GO:0032212	positive regulation of telomere maintenance via telomerase	2	1	6.60775840272873e-06	2.5
GO:0002250	adaptive immune response	2	1	6.675180445080294e-06	3.64963503649635
GO:0045943	positive regulation of transcription by RNA polymerase I	2	1	6.91770561351694e-06	0.0
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	2	1	7.16800862827167e-06	2.2222222222222223
GO:0072524	pyridine-containing compound metabolic process	2	1	7.60983163239359e-06	2.4390243902439024
GO:0006949	syncytium formation	2	1	7.67535340397416e-06	2.2900763358778624
GO:0009152	purine ribonucleotide biosynthetic process	2	1	8.01958986862417e-06	0.423728813559322
GO:0042445	hormone metabolic process	2	1	8.46456435432685e-06	0.9174311926605504
GO:0061014	positive regulation of mRNA catabolic process	2	1	9.65691909947968e-06	0.5102040816326531
GO:0038094	Fc-gamma receptor signaling pathway	2	1	9.93517734844517e-06	9.09090909090909
GO:0045589	regulation of regulatory T cell differentiation	2	1	9.98188877465722e-06	4.225352112676057
GO:0002251	organ or tissue specific immune response	2	1	1.02258243270814e-05	13.333333333333334
GO:0046629	gamma-delta T cell activation	2	1	1.0285633171390148e-05	16.129032258064516
GO:0160165	CD8-positive, alpha-beta T cell homeostasis	2	1	1.12178888391767e-05	4.166666666666667
GO:0006278	RNA-templated DNA biosynthetic process	2	1	1.20172885636403e-05	1.941747572815534
GO:0051028	mRNA transport	2	1	1.29489835713317e-05	0.0
GO:0030193	regulation of blood coagulation	2	1	1.29583013666057e-05	4.545454545454546
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	2	1	1.39892611221715e-05	0.0
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	1	1.44814733273977e-05	0.0
GO:0006356	regulation of transcription by RNA polymerase I	2	1	1.47253838712957e-05	1.3888888888888888
GO:0035751	regulation of lysosomal lumen pH	2	1	1.47517185709045e-05	0.0
GO:0016052	carbohydrate catabolic process	2	1	1.5103640563785e-05	1.6460905349794237
GO:0006801	superoxide metabolic process	2	1	1.52506406083663e-05	1.1904761904761905
GO:0043300	regulation of leukocyte degranulation	2	1	1.54683146902368e-05	3.125
GO:0042116	macrophage activation	2	1	1.54995298240479e-05	3.4722222222222223
GO:0070106	interleukin-27-mediated signaling pathway	2	1	1.6508769721111405e-05	23.52941176470588
GO:0002765	immune response-inhibiting signal transduction	2	1	1.66509157586425e-05	6.521739130434782
GO:0061644	protein localization to CENP-A containing chromatin	2	1	1.81829861836125e-05	0.0
GO:0001774	microglial cell activation	2	1	1.82982404497434e-05	4.6875
GO:0002269	leukocyte activation involved in inflammatory response	2	1	1.82982404497434e-05	4.6875
GO:0140719	constitutive heterochromatin formation	2	1	1.88651604289381e-05	0.0
GO:0002385	mucosal immune response	2	1	1.90860584563524e-05	12.280701754385966
GO:2000819	regulation of nucleotide-excision repair	2	1	1.94590385930832e-05	2.083333333333333
GO:0050764	regulation of phagocytosis	2	1	2.00050480252401e-05	2.985074626865672
GO:0098581	detection of external biotic stimulus	2	1	2.11053374561398e-05	7.894736842105263
GO:0006376	mRNA splice site recognition	2	1	2.14007728204501e-05	0.0
GO:0050818	regulation of coagulation	2	1	2.20279035489934e-05	4.301075268817204
GO:0006956	complement activation	2	1	2.2829010939196e-05	10.81081081081081
GO:0140895	cell surface toll-like receptor signaling pathway	2	1	2.28956924657187e-05	3.96039603960396
GO:0007032	endosome organization	2	1	2.53608742073475e-05	0.0
GO:0045739	positive regulation of DNA repair	2	1	2.70211092970791e-05	0.8928571428571428
GO:0046496	nicotinamide nucleotide metabolic process	2	1	2.72349714016684e-05	1.7621145374449338
GO:0098543	detection of other organism	2	1	3.01530893178636e-05	10.344827586206897
GO:0006405	RNA export from nucleus	2	1	3.1750120677648e-05	0.0
GO:0045590	negative regulation of regulatory T cell differentiation	2	1	3.4695728357903e-05	3.0303030303030303
GO:0042255	ribosome assembly	2	1	3.58543406306755e-05	1.8691588785046729
GO:0141061	disruption of cell in another organism	2	1	3.60657617792803e-05	12.63157894736842
GO:0097006	regulation of plasma lipoprotein particle levels	2	1	3.66993279741212e-05	1.0989010989010988
GO:1902106	negative regulation of leukocyte differentiation	2	1	3.9936097411708e-05	5.405405405405405
GO:1900046	regulation of hemostasis	2	1	4.02396419028062e-05	4.49438202247191
GO:0031295	T cell costimulation	2	1	4.2243854503842287e-05	9.23076923076923
GO:0032210	regulation of telomere maintenance via telomerase	2	1	4.51216767882202e-05	2.5974025974025974
GO:0006720	isoprenoid metabolic process	2	1	4.58606585671539e-05	1.5267175572519085
GO:0007042	lysosomal lumen acidification	2	1	4.6318694227887e-05	0.0
GO:0010833	telomere maintenance via telomere lengthening	2	1	4.9927303249553e-05	1.6666666666666667
GO:0001510	RNA methylation	2	1	5.41679775105778e-05	0.0
GO:0006289	nucleotide-excision repair	2	1	5.50793592259774e-05	0.684931506849315
GO:0140894	endolysosomal toll-like receptor signaling pathway	2	1	5.56808817395726e-05	2.272727272727273
GO:0006906	vesicle fusion	2	1	5.79549322834438e-05	1.075268817204301
GO:1904356	regulation of telomere maintenance via telomere lengthening	2	1	5.94968198637755e-05	2.150537634408602
GO:0000245	spliceosomal complex assembly	2	1	6.02765109155249e-05	0.0
GO:1903707	negative regulation of hemopoiesis	2	1	6.25573504480226e-05	5.298013245033113
GO:0098869	cellular oxidant detoxification	2	1	6.7149931577859e-05	1.680672268907563
GO:0150076	neuroinflammatory response	2	1	6.77668583644042e-05	3.7383177570093458
GO:0046470	phosphatidylcholine metabolic process	2	1	8.25525689165385e-05	0.0
GO:0031638	zymogen activation	2	1	8.25934853079247e-05	1.4925373134328357
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	1	8.35517789949367e-05	0.0
GO:0042752	regulation of circadian rhythm	2	1	9.30667727592562e-05	1.30718954248366
GO:0010572	positive regulation of platelet activation	2	1	0.000101372829893	4.761904761904762
GO:0052547	regulation of peptidase activity	2	1	0.0001074574503576	3.2258064516129035
GO:0034145	positive regulation of toll-like receptor 4 signaling pathway	2	1	0.0001091780122781	8.333333333333334
GO:0031663	lipopolysaccharide-mediated signaling pathway	2	1	0.0001113654903355	3.3707865168539324
GO:0097242	amyloid-beta clearance	2	1	0.0001122707769696	3.5087719298245617
GO:0062208	positive regulation of pattern recognition receptor signaling pathway	2	1	0.0001126026778928	4.651162790697675
GO:0043123	positive regulation of canonical NF-kappaB signal transduction	2	1	0.0001148263573917	2.5139664804469275
GO:0140367	antibacterial innate immune response	2	1	0.000116505617558	8.333333333333334
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	1	0.0001170355771644	0.0
GO:0000154	rRNA modification	2	1	0.0001180935689528	0.0
GO:0043414	macromolecule methylation	2	1	0.0001196087460256	0.0
GO:2000278	regulation of DNA biosynthetic process	2	1	0.0001199211393744	1.550387596899225
GO:0000959	mitochondrial RNA metabolic process	2	1	0.0001313051635265	0.0
GO:0002230	positive regulation of defense response to virus by host	2	1	0.0001445638901406965	9.615384615384617
GO:0033209	tumor necrosis factor-mediated signaling pathway	2	1	0.00014745354916060642	6.214689265536723
GO:0002832	negative regulation of response to biotic stimulus	2	1	0.0001477575101422	5.555555555555555
GO:0002367	cytokine production involved in immune response	2	1	0.0001500034089449	4.166666666666667
GO:0002718	regulation of cytokine production involved in immune response	2	1	0.0001500034089449	4.166666666666667
GO:1902459	positive regulation of stem cell population maintenance	2	1	0.0001582530341954	2.631578947368421
GO:0043029	T cell homeostasis	2	1	0.0001603183523231	3.5087719298245617
GO:0036037	CD8-positive, alpha-beta T cell activation	2	1	0.0001612213451966	6.451612903225807
GO:0006999	nuclear pore organization	2	1	0.0001679676031792	0.0
GO:0050766	positive regulation of phagocytosis	2	1	0.0001727902619206	2.083333333333333
GO:2000573	positive regulation of DNA biosynthetic process	2	1	0.0001755013706626	1.4084507042253522
GO:0090174	organelle membrane fusion	2	1	0.0001770456713778	1.0309278350515465
GO:0090322	regulation of superoxide metabolic process	2	1	0.0001901037044074	2.3255813953488373
GO:0007035	vacuolar acidification	2	1	0.00019273202789	0.0
GO:1903312	negative regulation of mRNA metabolic process	2	1	0.0001946750566007	0.591715976331361
GO:0034063	stress granule assembly	2	1	0.0002055619792589	0.0
GO:0010543	regulation of platelet activation	2	1	0.0002073511131246	3.947368421052632
GO:0002446	neutrophil mediated immunity	2	1	0.0002155005047566	4.0
GO:1901796	regulation of signal transduction by p53 class mediator	2	1	0.0002221233964877	1.6574585635359116
GO:0045911	positive regulation of DNA recombination	2	1	0.0002301209805071	0.9523809523809524
GO:0030183	B cell differentiation	2	1	0.0002328102392917	5.58659217877095
GO:0031167	rRNA methylation	2	1	0.0002337107341989	0.0
GO:0030301	cholesterol transport	2	1	0.0002426331857028	1.3888888888888888
GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	2	1	0.0002426480031116	0.0
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	1	0.0002478139428959	0.0
GO:1900152	negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	2	1	0.000253759675843	0.0
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	2	1	0.0002599978754698456	5.0
GO:0000460	maturation of 5.8S rRNA	2	1	0.000261033772951	0.0
GO:0032206	positive regulation of telomere maintenance	2	1	0.0002658225790433	1.6666666666666667
GO:0045638	negative regulation of myeloid cell differentiation	2	1	0.0002668389357747	4.761904761904762
GO:0033119	negative regulation of RNA splicing	2	1	0.0002711907341144	0.0
GO:0000028	ribosomal small subunit assembly	2	1	0.000271737499118	2.941176470588235
GO:0032720	negative regulation of tumor necrosis factor production	2	1	0.0002779245101047	1.2048192771084338
GO:0009648	photoperiodism	2	1	0.0002850425809749	2.941176470588235
GO:0045806	negative regulation of endocytosis	2	1	0.0002899071016901	2.3255813953488373
GO:0033962	P-body assembly	2	1	0.0002943683887526	0.0
GO:0141060	disruption of anatomical structure in another organism	2	1	0.0003001607061625	11.88118811881188
GO:0120254	olefinic compound metabolic process	2	1	0.0003311869779569	1.11731843575419
GO:0006359	regulation of transcription by RNA polymerase III	2	1	0.0003370043911708	0.0
GO:0002183	cytoplasmic translational initiation	2	1	0.0003676955277913	0.0
GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	2	1	0.0003725042318627	2.3255813953488373
GO:0097530	granulocyte migration	2	1	0.0003768303565208	3.389830508474576
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	2	1	0.0003798393831608	2.941176470588235
GO:0045861	negative regulation of proteolysis	2	1	0.0003950240417003	1.3888888888888888
GO:1905664	regulation of calcium ion import across plasma membrane	2	1	0.0004003363130874	5.2631578947368425
GO:0010575	positive regulation of vascular endothelial growth factor production	2	1	0.00040540336908781726	11.11111111111111
GO:0019377	glycolipid catabolic process	2	1	0.0004296282788169	0.0
GO:0071827	plasma lipoprotein particle organization	2	1	0.000439447588193	1.923076923076923
GO:0042119	neutrophil activation	2	1	0.0004543409776356	4.477611940298507
GO:0042659	regulation of cell fate specification	2	1	0.0004547516725098	0.0
GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	2	1	0.0004927256346337	0.99009900990099
GO:0090208	positive regulation of triglyceride metabolic process	2	1	0.0004980868139272	0.0
GO:0001732	formation of cytoplasmic translation initiation complex	2	1	0.0005126991666518	0.0
GO:0071985	multivesicular body sorting pathway	2	1	0.0005141437398459	1.2048192771084338
