GO_ID	term	annotated	significant_genes	auc	pvalue_wilcoxon	padj_wilcoxon_BH	direction	significant
GO:0022406	membrane docking	79	4	0.570334265156419	0.0307022044651704	0.131585167022668	Higher in TB	FALSE
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	34	0	0.607079523151391	0.030706396742467	0.131585167022668	Higher in TB	FALSE
GO:0032456	endocytic recycling	97	1	0.563491759624407	0.0307357943800273	0.131608565032235	Higher in TB	FALSE
GO:0007413	axonal fasciculation	13	0	0.327138435159654	0.0309118829490938	0.132156712639283	Lower in TB	FALSE
GO:0106030	neuron projection fasciculation	13	0	0.327138435159654	0.0309118829490938	0.132156712639283	Lower in TB	FALSE
GO:0033554	cellular response to stress	1642	22	0.483908052634432	0.0309902118337493	0.132388643870982	Lower in TB	FALSE
GO:0048667	cell morphogenesis involved in neuron differentiation	349	3	0.4663890922673	0.0311900239144567	0.133138782206275	Lower in TB	FALSE
GO:1900864	mitochondrial RNA modification	17	0	0.349148652440235	0.0312772682940776	0.13335666807478	Lower in TB	FALSE
GO:0015697	quaternary ammonium group transport	12	0	0.67951225175025	0.0312895783587606	0.13335666807478	Higher in TB	FALSE
GO:0032945	negative regulation of mononuclear cell proliferation	60	5	0.580355608079072	0.0313476682764455	0.133397430482893	Higher in TB	FALSE
GO:0050672	negative regulation of lymphocyte proliferation	60	5	0.580355608079072	0.0313476682764455	0.133397430482893	Higher in TB	FALSE
GO:1901798	positive regulation of signal transduction by p53 class mediator	36	2	0.396405579399142	0.0314745970210619	0.133739769161892	Lower in TB	FALSE
GO:0007586	digestion	58	1	0.581662721652387	0.0314767663323914	0.133739769161892	Higher in TB	FALSE
GO:0001525	angiogenesis	389	19	0.531808666811084	0.0315203198326912	0.133821404200877	Higher in TB	FALSE
GO:0046596	regulation of viral entry into host cell	15	1	0.660211135523284	0.0316730168524619	0.13436593106083	Higher in TB	FALSE
GO:0007260	tyrosine phosphorylation of STAT protein	32	3	0.609701847779446	0.0317302810928679	0.134505077446868	Higher in TB	FALSE
GO:1904262	negative regulation of TORC1 signaling	46	2	0.408511283810591	0.0318109459279121	0.134743128437335	Lower in TB	FALSE
GO:0060271	cilium assembly	332	3	0.465695752920097	0.0318847042320361	0.134951581114499	Lower in TB	FALSE
GO:0030111	regulation of Wnt signaling pathway	241	3	0.459865828913295	0.0320109561649062	0.135310153074271	Lower in TB	FALSE
GO:1904646	cellular response to amyloid-beta	35	3	0.6047269076613	0.0320186448071347	0.135310153074271	Higher in TB	FALSE
GO:0016073	snRNA metabolic process	58	0	0.418625282911235	0.0320804516225715	0.135467221982256	Lower in TB	FALSE
GO:0006264	mitochondrial DNA replication	14	0	0.334610438323867	0.0321285242984391	0.135566098689807	Lower in TB	FALSE
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	16	0	0.654602090032154	0.0322554108601878	0.135997123396712	Higher in TB	FALSE
GO:0070942	neutrophil mediated cytotoxicity	11	0	0.686301536663176	0.0323769167558936	0.136404818639006	Higher in TB	FALSE
GO:0046545	development of primary female sexual characteristics	38	2	0.600198519154416	0.0325650899736076	0.137092545692875	Higher in TB	FALSE
GO:1900221	regulation of amyloid-beta clearance	14	1	0.664846058453389	0.0326984793013785	0.137513952369986	Higher in TB	FALSE
GO:0046835	carbohydrate phosphorylation	23	2	0.62862950125752	0.0327152145689236	0.137513952369986	Higher in TB	FALSE
GO:0070050	neuron cellular homeostasis	38	1	0.600041793506193	0.0328377513087523	0.137923572723851	Higher in TB	FALSE
GO:0007264	small GTPase-mediated signal transduction	432	2	0.4700386022396	0.0330016330922443	0.138432844615797	Lower in TB	FALSE
GO:0060382	regulation of DNA strand elongation	17	0	0.350658726430708	0.0330093596382884	0.138432844615797	Lower in TB	FALSE
GO:0007417	central nervous system development	545	9	0.473256761823609	0.0330988794541678	0.138702468932176	Lower in TB	FALSE
GO:0010759	positive regulation of macrophage chemotaxis	16	1	0.65363411039657	0.033351643135664	0.139655242924509	Higher in TB	FALSE
GO:0007204	positive regulation of cytosolic calcium ion concentration	103	2	0.560665105783058	0.0334337972000349	0.13989270700593	Higher in TB	FALSE
GO:1903039	positive regulation of leukocyte cell-cell adhesion	219	17	0.458283761120195	0.0335113002516638	0.140021871744956	Lower in TB	FALSE
GO:1903894	regulation of IRE1-mediated unfolded protein response	15	0	0.658521336834396	0.0335156026221102	0.140021871744956	Higher in TB	FALSE
GO:0019883	antigen processing and presentation of endogenous antigen	23	1	0.627953540519185	0.0336418655459878	0.140442655103904	Higher in TB	FALSE
GO:0006996	organelle organization	2927	35	0.487658318032915	0.0336724447694529	0.140463658074698	Lower in TB	FALSE
GO:0006195	purine nucleotide catabolic process	111	4	0.558146565633773	0.0343644436691513	0.143241631003028	Higher in TB	FALSE
GO:0072538	T-helper 17 type immune response	64	3	0.576449333763164	0.0344363724115631	0.143432708726344	Higher in TB	FALSE
GO:0045724	positive regulation of cilium assembly	26	1	0.380257785110332	0.0345561431357753	0.143822615412939	Lower in TB	FALSE
GO:0031293	membrane protein intracellular domain proteolysis	13	0	0.66921799199568	0.0346252519054899	0.143984394681902	Higher in TB	FALSE
GO:0070664	negative regulation of leukocyte proliferation	66	5	0.575198247927963	0.0346473907173801	0.143984394681902	Higher in TB	FALSE
GO:2001044	regulation of integrin-mediated signaling pathway	18	1	0.643772108478937	0.0346939197721716	0.144068860201963	Higher in TB	FALSE
GO:0070972	protein localization to endoplasmic reticulum	26	0	0.619593730666117	0.0347808391558693	0.144225442383081	Higher in TB	FALSE
GO:0019216	regulation of lipid metabolic process	231	7	0.540343996836271	0.0347840917788225	0.144225442383081	Higher in TB	FALSE
GO:0019953	sexual reproduction	665	11	0.475948407468619	0.0348678027161994	0.144251232725219	Lower in TB	FALSE
GO:0040001	establishment of mitotic spindle localization	30	1	0.611262469162287	0.0349197912564312	0.144251232725219	Higher in TB	FALSE
GO:0032905	transforming growth factor beta1 production	11	0	0.683647078878796	0.034924009017814	0.144251232725219	Higher in TB	FALSE
GO:0046755	viral budding	23	0	0.627030504476492	0.0349434141224916	0.144251232725219	Higher in TB	FALSE
GO:0016125	sterol metabolic process	110	4	0.558221773917131	0.034944746451923	0.144251232725219	Higher in TB	FALSE
GO:0009312	oligosaccharide biosynthetic process	19	1	0.639745770601129	0.0349477340833015	0.144251232725219	Higher in TB	FALSE
GO:0046785	microtubule polymerization	93	1	0.436736316404345	0.0350232922913208	0.144454659428118	Lower in TB	FALSE
GO:0045069	regulation of viral genome replication	71	8	0.572335923631009	0.0350888652913872	0.144517979636609	Higher in TB	FALSE
GO:0030851	granulocyte differentiation	25	2	0.621751112540883	0.0350912154992493	0.144517979636609	Higher in TB	FALSE
GO:1902806	regulation of cell cycle G1/S phase transition	158	2	0.451410259740437	0.035142329228166	0.144620154263815	Lower in TB	FALSE
GO:0033363	secretory granule organization	49	0	0.586909719597293	0.0353250413683064	0.145263333913948	Higher in TB	FALSE
GO:0070914	UV-damage excision repair	12	0	0.324577618231176	0.0353514959085892	0.145263471229764	Lower in TB	FALSE
GO:0051093	negative regulation of developmental process	608	24	0.475015802873356	0.0358185784200746	0.147072848509014	Lower in TB	FALSE
GO:0002027	regulation of heart rate	63	1	0.576438723916293	0.0358961637133111	0.147206066942665	Higher in TB	FALSE
GO:0050808	synapse organization	392	10	0.469086666607137	0.0359243191712398	0.147206066942665	Lower in TB	FALSE
GO:1904869	regulation of protein localization to Cajal body	10	0	0.308475302689382	0.0359581207537285	0.147206066942665	Lower in TB	FALSE
GO:1904871	positive regulation of protein localization to Cajal body	10	0	0.308475302689382	0.0359581207537285	0.147206066942665	Lower in TB	FALSE
GO:0030890	positive regulation of B cell proliferation	29	4	0.387496925640253	0.035992319238484	0.14723643688481	Lower in TB	FALSE
GO:0016233	telomere capping	26	1	0.381274489585482	0.0361198144315214	0.147648133639037	Lower in TB	FALSE
GO:0002253	activation of immune response	521	56	0.526871771179188	0.0361858046422219	0.147807989541557	Higher in TB	FALSE
GO:0044843	cell cycle G1/S phase transition	214	2	0.45843394413582	0.0362410243490001	0.147923646526208	Lower in TB	FALSE
GO:0043043	peptide biosynthetic process	16	0	0.651172293676313	0.036284215054313	0.147990070006389	Higher in TB	FALSE
GO:0032352	positive regulation of hormone metabolic process	13	1	0.667668237030076	0.0363165976330424	0.148012345282778	Higher in TB	FALSE
GO:0034381	plasma lipoprotein particle clearance	29	0	0.612244180907348	0.0364216590155249	0.14833057871656	Higher in TB	FALSE
GO:0030163	protein catabolic process	952	16	0.520071061599995	0.0366351698847038	0.149089684697337	Higher in TB	FALSE
GO:0070200	establishment of protein localization to telomere	11	0	0.318077101039866	0.0366685434157555	0.149115126996911	Lower in TB	FALSE
GO:0009048	dosage compensation by inactivation of X chromosome	19	0	0.361591388021428	0.0367272037078798	0.149243286020638	Lower in TB	FALSE
GO:0045765	regulation of angiogenesis	223	15	0.54059021355673	0.0368791985033368	0.149721492850616	Higher in TB	FALSE
GO:0001910	regulation of leukocyte mediated cytotoxicity	75	2	0.569704854577711	0.0368993493656937	0.149721492850616	Higher in TB	FALSE
GO:0033617	mitochondrial respiratory chain complex IV assembly	29	0	0.611940905720251	0.0369301433684535	0.149735935280057	Higher in TB	FALSE
GO:0002327	immature B cell differentiation	13	2	0.333053058499128	0.0371275016475982	0.150425205643696	Lower in TB	FALSE
GO:0006911	phagocytosis, engulfment	41	2	0.594029069348917	0.0372234533618567	0.150648526846076	Higher in TB	FALSE
GO:0043032	positive regulation of macrophage activation	20	0	0.634543846483705	0.0372374223324514	0.150648526846076	Higher in TB	FALSE
GO:0016486	peptide hormone processing	26	0	0.61788822437616	0.0374524599969466	0.151348828185192	Higher in TB	FALSE
GO:0034638	phosphatidylcholine catabolic process	13	0	0.666650179911713	0.0374655793306742	0.151348828185192	Higher in TB	FALSE
GO:0060038	cardiac muscle cell proliferation	26	0	0.382161270365024	0.0375325301747523	0.151422988335757	Lower in TB	FALSE
GO:0031669	cellular response to nutrient levels	210	3	0.541667827100514	0.0375390202076458	0.151422988335757	Higher in TB	FALSE
GO:0050435	amyloid-beta metabolic process	51	1	0.584161073825503	0.0376066354598579	0.151584517418107	Higher in TB	FALSE
GO:0099024	plasma membrane invagination	51	2	0.584064218976181	0.0378270519216806	0.15236126847282	Higher in TB	FALSE
GO:0006303	double-strand break repair via nonhomologous end joining	69	1	0.427736016443866	0.0379417197029153	0.15267570309993	Lower in TB	FALSE
GO:0099550	trans-synaptic signaling, modulating synaptic transmission	12	0	0.326997606800972	0.0379606558998916	0.15267570309993	Lower in TB	FALSE
GO:0007528	neuromuscular junction development	36	0	0.40015349308536	0.0381538023980778	0.153340354959526	Lower in TB	FALSE
GO:0036152	phosphatidylethanolamine acyl-chain remodeling	11	0	0.680476341231766	0.0381889318882711	0.153369428430763	Higher in TB	FALSE
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	13	0	0.665965979581154	0.038255031818466	0.153522748129873	Higher in TB	FALSE
GO:0070601	centromeric sister chromatid cohesion	13	0	0.334240104855761	0.038495572749004	0.154375389477771	Lower in TB	FALSE
GO:0042475	odontogenesis of dentin-containing tooth	25	1	0.619432738190982	0.0387174989074068	0.15515219314353	Higher in TB	FALSE
GO:0005980	glycogen catabolic process	27	0	0.614863670577114	0.0388305732960113	0.155263456848622	Higher in TB	FALSE
GO:0141084	inflammasome-mediated signaling pathway	53	3	0.582034388395765	0.0388452070247232	0.155263456848622	Higher in TB	FALSE
GO:0070900	mitochondrial tRNA modification	14	0	0.340558353874183	0.0388525546119645	0.155263456848622	Lower in TB	FALSE
GO:0007064	mitotic sister chromatid cohesion	32	0	0.394491860652221	0.0388582241949261	0.155263456848622	Lower in TB	FALSE
GO:0098534	centriole assembly	46	1	0.412016616490467	0.0389679480436297	0.155304244675536	Lower in TB	FALSE
GO:0045591	positive regulation of regulatory T cell differentiation	19	2	0.636797815410048	0.038972780309811	0.155304244675536	Higher in TB	FALSE
GO:0042157	lipoprotein metabolic process	64	3	0.574624234364926	0.0389765788329834	0.155304244675536	Higher in TB	FALSE
GO:0048592	eye morphogenesis	59	0	0.422290361552181	0.0389814219083739	0.155304244675536	Lower in TB	FALSE
GO:1903828	negative regulation of protein localization	156	5	0.547892091709586	0.0390752425990366	0.155559460351891	Higher in TB	FALSE
GO:0042743	hydrogen peroxide metabolic process	36	2	0.599360693848355	0.0391020687897987	0.155559460351891	Higher in TB	FALSE
GO:0055017	cardiac muscle tissue growth	43	1	0.409149059121164	0.03927536662071	0.156135911555071	Lower in TB	FALSE
GO:1901342	regulation of vasculature development	228	15	0.539620612133108	0.0394294791640135	0.156635315349528	Higher in TB	FALSE
GO:0007017	microtubule-based process	826	5	0.478842452235131	0.039469498036496	0.156681083180256	Lower in TB	FALSE
GO:0140056	organelle localization by membrane tethering	70	2	0.571113772822899	0.039672707007198	0.157374129239232	Higher in TB	FALSE
GO:0150078	positive regulation of neuroinflammatory response	14	1	0.658618736316732	0.0398709643456345	0.157798892724208	Higher in TB	FALSE
GO:1903036	positive regulation of response to wounding	51	3	0.583145150677721	0.0399738477633007	0.157798892724208	Higher in TB	FALSE
GO:0048545	response to steroid hormone	236	6	0.461159187837788	0.0399939578098363	0.157798892724208	Lower in TB	FALSE
GO:0048514	blood vessel morphogenesis	421	19	0.529227472250794	0.0399945168499052	0.157798892724208	Higher in TB	FALSE
GO:0090330	regulation of platelet aggregation	23	1	0.623697318766768	0.0400072472490327	0.157798892724208	Higher in TB	FALSE
GO:0030888	regulation of B cell proliferation	51	7	0.416870640873799	0.0400116194338753	0.157798892724208	Lower in TB	FALSE
GO:0006361	transcription initiation at RNA polymerase I promoter	24	0	0.378909321609836	0.0400161450946505	0.157798892724208	Lower in TB	FALSE
GO:0001568	blood vessel development	447	19	0.528381590265431	0.0400180045585721	0.157798892724208	Higher in TB	FALSE
GO:0072163	mesonephric epithelium development	34	0	0.398268931003364	0.0400798836347342	0.157798892724208	Lower in TB	FALSE
GO:0072164	mesonephric tubule development	34	0	0.398268931003364	0.0400798836347342	0.157798892724208	Lower in TB	FALSE
GO:0010506	regulation of autophagy	334	7	0.532719480894279	0.040095498933379	0.157798892724208	Higher in TB	FALSE
GO:0044546	NLRP3 inflammasome complex assembly	47	1	0.586458084683798	0.040304741665012	0.158508919652529	Higher in TB	FALSE
GO:0038061	non-canonical NF-kappaB signal transduction	106	3	0.557637089645503	0.0403910531354792	0.158594060213655	Higher in TB	FALSE
GO:0046033	AMP metabolic process	21	0	0.370805733175071	0.0403969466110553	0.158594060213655	Lower in TB	FALSE
GO:0098884	postsynaptic neurotransmitter receptor internalization	34	0	0.398467723104691	0.0404706195852596	0.158594060213655	Lower in TB	FALSE
GO:0099590	neurotransmitter receptor internalization	34	0	0.398467723104691	0.0404706195852596	0.158594060213655	Lower in TB	FALSE
GO:0140239	postsynaptic endocytosis	34	0	0.398467723104691	0.0404706195852596	0.158594060213655	Lower in TB	FALSE
GO:0051606	detection of stimulus	189	3	0.543228288833309	0.0405425168146831	0.15860372293061	Higher in TB	FALSE
GO:0002861	regulation of inflammatory response to antigenic stimulus	33	2	0.603011285412187	0.0405584463584328	0.15860372293061	Higher in TB	FALSE
GO:0039702	viral budding via host ESCRT complex	20	0	0.632273799313894	0.0405596279447868	0.15860372293061	Higher in TB	FALSE
GO:0060766	negative regulation of androgen receptor signaling pathway	11	0	0.321739765725836	0.0406219509944965	0.158734532031089	Lower in TB	FALSE
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	51	0	0.582825108566917	0.0407452860378199	0.159103396758476	Higher in TB	FALSE
GO:1900117	regulation of execution phase of apoptosis	20	0	0.632088872212693	0.0408410061232813	0.159301537187392	Higher in TB	FALSE
GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	10	0	0.686740597878496	0.040853977343438	0.159301537187392	Higher in TB	FALSE
GO:0098915	membrane repolarization during ventricular cardiac muscle cell action potential	13	0	0.663690807397607	0.0409826601470999	0.159690053500181	Higher in TB	FALSE
GO:0043094	metabolic compound salvage	41	0	0.592215016327786	0.0410413143892072	0.159780172143657	Higher in TB	FALSE
GO:0002475	antigen processing and presentation via MHC class Ib	14	0	0.65767717439564	0.0410639111020348	0.159780172143657	Higher in TB	FALSE
GO:0002062	chondrocyte differentiation	55	1	0.420380704092642	0.0411143046132811	0.15983098901235	Lower in TB	FALSE
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	62	4	0.574996447349723	0.0411351126686932	0.15983098901235	Higher in TB	FALSE
GO:0045454	cell redox homeostasis	38	0	0.595671830612049	0.0412665289948548	0.160228373173525	Higher in TB	FALSE
GO:0035720	intraciliary anterograde transport	22	0	0.374374981724612	0.0413614854673673	0.160366343460585	Lower in TB	FALSE
GO:0070918	regulatory ncRNA processing	56	0	0.421197445143471	0.0413838309232181	0.160366343460585	Lower in TB	FALSE
GO:1905521	regulation of macrophage migration	34	1	0.601063695513609	0.041404435935104	0.160366343460585	Higher in TB	FALSE
GO:0043031	negative regulation of macrophage activation	14	0	0.657401595296783	0.0414187354881832	0.160366343460585	Higher in TB	FALSE
GO:0060411	cardiac septum morphogenesis	33	0	0.397489349321136	0.041543691145196	0.160736955606114	Lower in TB	FALSE
GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	19	3	0.634969801090602	0.0416614129087332	0.161079077476944	Higher in TB	FALSE
GO:0051491	positive regulation of filopodium assembly	21	0	0.371663412081531	0.0417443612146647	0.161286365395802	Lower in TB	FALSE
GO:0010884	positive regulation of lipid storage	17	0	0.642588500108763	0.0417938521029302	0.161364184594038	Higher in TB	FALSE
GO:0051604	protein maturation	479	11	0.527159206196438	0.0421076461437386	0.162461641051421	Higher in TB	FALSE
GO:0046461	neutral lipid catabolic process	30	0	0.606854016947335	0.0427942821728047	0.164879441756188	Higher in TB	FALSE
GO:0046464	acylglycerol catabolic process	30	0	0.606854016947335	0.0427942821728047	0.164879441756188	Higher in TB	FALSE
GO:0006606	protein import into nucleus	128	0	0.448163632871469	0.042916047065361	0.165157187537518	Lower in TB	FALSE
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	33	0	0.398175283923286	0.0429264497983108	0.165157187537518	Lower in TB	FALSE
GO:0062012	regulation of small molecule metabolic process	246	5	0.537502701939662	0.0429614932548243	0.165176426514003	Higher in TB	FALSE
GO:0010758	regulation of macrophage chemotaxis	23	1	0.621825606791308	0.0431145232230539	0.165623497883173	Higher in TB	FALSE
GO:1902414	protein localization to cell junction	91	1	0.438648679810907	0.0431380227298478	0.165623497883173	Lower in TB	FALSE
GO:0002200	somatic diversification of immune receptors	57	1	0.422564009788153	0.0431707100433356	0.16563333134561	Lower in TB	FALSE
GO:1902683	regulation of receptor localization to synapse	27	1	0.612357330251051	0.0432903736066832	0.165976620704006	Higher in TB	FALSE
GO:0016331	morphogenesis of embryonic epithelium	40	0	0.407697467267654	0.0433821800552427	0.166118610166206	Lower in TB	FALSE
GO:0015866	ADP transport	10	0	0.315546983820851	0.0433878363402459	0.166118610166206	Lower in TB	FALSE
GO:0072009	nephron epithelium development	52	1	0.419035405101771	0.0434238172954606	0.166140673271011	Lower in TB	FALSE
GO:0006298	mismatch repair	30	0	0.393489220208088	0.0434658987076668	0.16616373475357	Lower in TB	FALSE
GO:0022600	digestive system process	55	1	0.578702442501379	0.0435021488385934	0.16616373475357	Higher in TB	FALSE
GO:0002688	regulation of leukocyte chemotaxis	95	2	0.559942669223514	0.0435205125582285	0.16616373475357	Higher in TB	FALSE
GO:0009798	axis specification	35	0	0.401422363913647	0.0435624491884639	0.166208428617748	Lower in TB	FALSE
GO:0065005	protein-lipid complex assembly	18	1	0.637319707959648	0.0436818834263784	0.166548540276164	Higher in TB	FALSE
GO:1990000	amyloid fibril formation	39	1	0.593320703370604	0.0437312553986773	0.166621235053311	Higher in TB	FALSE
GO:0006414	translational elongation	75	0	0.432662043259323	0.0437985503102759	0.166674740943386	Lower in TB	FALSE
GO:0002862	negative regulation of inflammatory response to antigenic stimulus	24	2	0.618863482021588	0.0438197698056029	0.166674740943386	Higher in TB	FALSE
GO:0001778	plasma membrane repair	25	1	0.616455954104338	0.0438362450716872	0.166674740943386	Higher in TB	FALSE
GO:0048255	mRNA stabilization	63	1	0.426597215293288	0.0439287222476117	0.166882389750654	Lower in TB	FALSE
GO:0010232	vascular transport	72	2	0.568661309395829	0.0439819175606944	0.166882389750654	Higher in TB	FALSE
GO:0150104	transport across blood-brain barrier	72	2	0.568661309395829	0.0439819175606944	0.166882389750654	Higher in TB	FALSE
GO:0006590	thyroid hormone generation	10	0	0.683863709418194	0.0440616890760939	0.167069770027837	Higher in TB	FALSE
GO:0046850	regulation of bone remodeling	36	1	0.596930138292799	0.0441521926501107	0.167115049761997	Higher in TB	FALSE
GO:1902275	regulation of chromatin organization	31	1	0.395562245348143	0.0441588909481731	0.167115049761997	Lower in TB	FALSE
GO:0007389	pattern specification process	160	1	0.453889541477641	0.0442489927350831	0.167115049761997	Lower in TB	FALSE
GO:0030326	embryonic limb morphogenesis	30	1	0.393887875862562	0.0442571089534188	0.167115049761997	Lower in TB	FALSE
GO:0035113	embryonic appendage morphogenesis	30	1	0.393887875862562	0.0442571089534188	0.167115049761997	Lower in TB	FALSE
GO:0018105	peptidyl-serine phosphorylation	60	1	0.424925691161725	0.0443095351749142	0.167115049761997	Lower in TB	FALSE
GO:0098703	calcium ion import across plasma membrane	29	2	0.392107078331912	0.0443167956626031	0.167115049761997	Lower in TB	FALSE
GO:1902656	calcium ion import into cytosol	29	2	0.392107078331912	0.0443167956626031	0.167115049761997	Lower in TB	FALSE
GO:0044403	biological process involved in symbiotic interaction	154	5	0.546966611835417	0.0443661109201403	0.167120394297529	Higher in TB	FALSE
GO:0000422	autophagy of mitochondrion	109	2	0.555750732655303	0.0443950584974542	0.167120394297529	Higher in TB	FALSE
GO:0002931	response to ischemia	39	0	0.593022151964042	0.0444094027043815	0.167120394297529	Higher in TB	FALSE
GO:0051917	regulation of fibrinolysis	12	0	0.667501607372482	0.0445060850647907	0.167369668732024	Higher in TB	FALSE
GO:0042953	lipoprotein transport	17	0	0.64050781360832	0.0448708456157891	0.168529511790242	Higher in TB	FALSE
GO:1900180	regulation of protein localization to nucleus	112	3	0.445120355834642	0.0448758103421088	0.168529511790242	Lower in TB	FALSE
GO:0007274	neuromuscular synaptic transmission	13	0	0.660632514353781	0.0449073092423462	0.168532686835781	Higher in TB	FALSE
GO:0043173	nucleotide salvage	24	0	0.618237990564015	0.0449413594197203	0.168545425709156	Higher in TB	FALSE
GO:0007010	cytoskeleton organization	1188	14	0.482651451615884	0.0450304397072913	0.168764388214511	Lower in TB	FALSE
GO:0008063	Toll signaling pathway	12	0	0.667041720245749	0.0450940467218541	0.168887649098606	Higher in TB	FALSE
GO:0072073	kidney epithelium development	63	1	0.427055164550464	0.0452631859171122	0.169405715569968	Lower in TB	FALSE
GO:0042307	positive regulation of protein import into nucleus	33	0	0.399321217322612	0.0453232592808486	0.169515156140208	Lower in TB	FALSE
GO:0061045	negative regulation of wound healing	52	2	0.580120977068464	0.0456552522688833	0.170640772926119	Higher in TB	FALSE
GO:0006353	DNA-templated transcription termination	46	0	0.414840486359075	0.0456881760818219	0.170647820718653	Lower in TB	FALSE
GO:0042304	regulation of fatty acid biosynthetic process	36	2	0.59620737958989	0.0457561701007865	0.170785759140614	Higher in TB	FALSE
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	24	2	0.617728661805705	0.0458724474305452	0.170992702136285	Higher in TB	FALSE
GO:0009154	purine ribonucleotide catabolic process	103	3	0.55694899005185	0.0458738151420552	0.170992702136285	Higher in TB	FALSE
GO:0032886	regulation of microtubule-based process	228	1	0.461622807017544	0.046038825359254	0.171491505301611	Lower in TB	FALSE
GO:0051701	biological process involved in interaction with host	143	5	0.54830449860936	0.0462330463232636	0.172098367424038	Higher in TB	FALSE
GO:0090148	membrane fission	44	1	0.586831306842578	0.0462819885782901	0.172098785816332	Higher in TB	FALSE
GO:0002719	negative regulation of cytokine production involved in immune response	21	1	0.62560273640413	0.0462957628632876	0.172098785816332	Higher in TB	FALSE
GO:0006813	potassium ion transport	130	1	0.550620079801574	0.046338061781436	0.172139637617794	Higher in TB	FALSE
GO:0042446	hormone biosynthetic process	41	1	0.589855176791639	0.0464998552608873	0.17252571580053	Higher in TB	FALSE
GO:0060322	head development	391	7	0.470636350984379	0.0465763805952955	0.17252571580053	Lower in TB	FALSE
GO:0030948	negative regulation of vascular endothelial growth factor receptor signaling pathway	11	0	0.673272775978375	0.0465815696503533	0.17252571580053	Higher in TB	FALSE
GO:0006110	regulation of glycolytic process	43	1	0.587682019522752	0.0466580685049669	0.17252571580053	Higher in TB	FALSE
GO:0030811	regulation of nucleotide catabolic process	43	1	0.587682019522752	0.0466580685049669	0.17252571580053	Higher in TB	FALSE
GO:0033121	regulation of purine nucleotide catabolic process	43	1	0.587682019522752	0.0466580685049669	0.17252571580053	Higher in TB	FALSE
GO:0031646	positive regulation of nervous system process	28	0	0.608613715756573	0.0466616477619839	0.17252571580053	Higher in TB	FALSE
GO:0070371	ERK1 and ERK2 cascade	203	9	0.540503928113431	0.0467949186042975	0.172902192531201	Higher in TB	FALSE
GO:0140042	lipid droplet formation	15	0	0.648200346533769	0.0468736040865025	0.173076611999725	Higher in TB	FALSE
GO:0110095	cellular detoxification of aldehyde	10	0	0.681410050358941	0.046963091512656	0.173290655796364	Higher in TB	FALSE
GO:0060562	epithelial tube morphogenesis	119	1	0.447311327397802	0.0471855160159795	0.173994612378173	Lower in TB	FALSE
GO:0044057	regulation of system process	347	2	0.531012491346527	0.0474266016847382	0.174766391462929	Higher in TB	FALSE
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	18	0	0.365124879408297	0.0475665003018794	0.175164513502835	Lower in TB	FALSE
GO:0070925	organelle assembly	878	11	0.480233311771869	0.0476328950284587	0.17529160432829	Lower in TB	FALSE
GO:0009164	nucleoside catabolic process	12	0	0.665059294184884	0.0477040568573006	0.175436056589591	Higher in TB	FALSE
GO:0051650	establishment of vesicle localization	177	1	0.543126930360872	0.0479191784952702	0.176109387277403	Higher in TB	FALSE
GO:0055094	response to lipoprotein particle	28	1	0.607974045474045	0.0479690795852241	0.176175016405853	Higher in TB	FALSE
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	11	1	0.672142804958235	0.0480295568275624	0.176279374791681	Higher in TB	FALSE
GO:0006337	nucleosome disassembly	16	1	0.357305064308682	0.0481190237813305	0.176489921781024	Lower in TB	FALSE
GO:0070372	regulation of ERK1 and ERK2 cascade	190	8	0.541586805377612	0.0482050517172199	0.176687582894183	Higher in TB	FALSE
GO:0019081	viral translation	23	0	0.38104606089707	0.0482770250918027	0.176833500302952	Lower in TB	FALSE
GO:0051968	positive regulation of synaptic transmission, glutamatergic	18	0	0.634407641643144	0.0483415114316097	0.176951817477357	Higher in TB	FALSE
GO:1901222	regulation of non-canonical NF-kappaB signal transduction	76	3	0.565490945104697	0.0484168460463126	0.177109660387642	Higher in TB	FALSE
GO:0042430	indole-containing compound metabolic process	21	0	0.624377480823474	0.0484673317356374	0.177176456038919	Higher in TB	FALSE
GO:1900424	regulation of defense response to bacterium	13	0	0.657986390183786	0.0485543864171318	0.177376755163715	Higher in TB	FALSE
GO:0043542	endothelial cell migration	180	8	0.542628135813149	0.0486613941996281	0.177649631679652	Higher in TB	FALSE
GO:0071450	cellular response to oxygen radical	15	0	0.646867799153314	0.0488876550750739	0.178167856192369	Higher in TB	FALSE
GO:0071451	cellular response to superoxide	15	0	0.646867799153314	0.0488876550750739	0.178167856192369	Higher in TB	FALSE
GO:0060396	growth hormone receptor signaling pathway	22	0	0.621287659483221	0.0489005629309358	0.178167856192369	Higher in TB	FALSE
