GO_ID	term	topGO_pvalue	topGO_significant	Wilcoxon_pvalue	Wilcoxon_significant	n_methods_included	n_methods_significant	median_pvalue
GO:0042742	defense response to bacterium	4.413669360795004e-14	True	0.0	True	2	2	2.206834680397502e-14
GO:0050830	defense response to Gram-positive bacterium	2.073132799733863e-11	True	1.83120185681673e-13	True	2	2	1.0457224091510151e-11
GO:0050832	defense response to fungus	1.97902887960095e-07	True	1.42948887231385e-07	True	2	2	1.7042588759574e-07
GO:0050729	positive regulation of inflammatory response	9.63674778918622e-10	True	5.05043401269437e-07	True	2	2	2.530035380241778e-07
GO:0002221	pattern recognition receptor signaling pathway	6.498996184228676e-09	True	9.39042613254213e-07	True	2	2	4.7277080471922083e-07
GO:0019731	antibacterial humoral response	2.282528013773894e-06	True	3.7731797686959e-07	True	2	2	1.329922995321742e-06
GO:0002227	innate immune response in mucosa	1.916523214953604e-06	True	1.6094876467315e-06	True	2	2	1.763005430842552e-06
GO:0071222	cellular response to lipopolysaccharide	6.277697527784129e-06	True	8.28388078999973e-10	True	2	2	3.1392629579315647e-06
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	2.3267028454894083e-08	True	9.79258469323053e-06	True	2	2	4.9079258608427125e-06
GO:0050829	defense response to Gram-negative bacterium	1.887807207858292e-05	True	5.19982376674213e-05	True	2	2	3.543815487300211e-05
GO:0045071	negative regulation of viral genome replication	8.443968165498346e-07	True	0.0002926682764661	True	2	2	0.00014675633664132493
GO:0032731	positive regulation of interleukin-1 beta production	0.00034776740882831194	True	2.47391163787059e-07	True	2	2	0.0001740073999960495
GO:0031640	killing of cells of another organism	1.1480937061302518e-10	True	0.0005665415950356	True	2	2	0.0002832708549224853
GO:0070269	pyroptotic inflammatory response	1.936541243662084e-08	True	0.0009200858421576	True	2	2	0.0004600526037850183
GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	0.0002941432086282405	True	0.000948173513725	True	2	2	0.0006211583611766202
GO:0006953	acute-phase response	8.541069568890241e-05	True	0.0014158045511698	True	2	2	0.0007506076234293513
GO:0032760	positive regulation of tumor necrosis factor production	0.0016782256176143	True	5.1988692715911295e-11	True	2	2	0.0008391128348014963
GO:0032691	negative regulation of interleukin-1 beta production	0.0009466627048760144	True	0.0009200858421576	True	2	2	0.0009333742735168071
GO:0034341	response to type II interferon	0.0029200977405089	True	1.35225130183328e-08	True	2	2	0.001460055631510959
GO:0016045	detection of bacterium	0.0015891132911072	True	0.00260621280918	True	2	2	0.0020976630501436
GO:0045824	negative regulation of innate immune response	0.0054352091785297	True	0.0002460773396876	True	2	2	0.00284064325910865
GO:0032729	positive regulation of type II interferon production	0.0070445729639732	True	8.30127398928979e-05	True	2	2	0.003563792851933049
GO:0042832	defense response to protozoan	0.00010027310695690512	True	0.0072489737083176	True	2	2	0.003674623407637252
GO:0071346	cellular response to type II interferon	0.0006191860936575697	True	0.0072489737083176	True	2	2	0.003934079900987585
GO:0048525	negative regulation of viral process	0.0054499383266737	True	0.0042470378399098	True	2	2	0.00484848808329175
GO:0031342	negative regulation of cell killing	0.0008696538116961933	True	0.0090210345922816	True	2	2	0.004945344201988896
GO:0002767	immune response-inhibiting cell surface receptor signaling pathway	0.0097532349402663	True	0.0007190573319197	True	2	2	0.005236146136093
GO:0046456	icosanoid biosynthetic process	9.49280034772464e-05	True	0.0113626034084103	True	2	2	0.0057287657059437724
GO:0045671	negative regulation of osteoclast differentiation	0.0053136565303438	True	0.0065569337918627	True	2	2	0.00593529516110325
GO:0006958	complement activation, classical pathway	1.019253749456264e-05	True	0.0121584394877455	True	2	2	0.006084316012620031
GO:0002283	neutrophil activation involved in immune response	0.0015891132911072	True	0.0105967191864805	True	2	2	0.0060929162387938504
GO:0045916	negative regulation of complement activation	0.0012645610991072	True	0.0109392297245765	True	2	2	0.00610189541184185
GO:0035456	response to interferon-beta	2.737341847476858e-06	True	0.0147754099041341	True	2	2	0.007389073622990789
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	0.0005512436381571543	True	0.0180994917981476	True	2	2	0.009325367718152377
GO:0002281	macrophage activation involved in immune response	0.0023834980189812	True	0.0169596981145943	True	2	2	0.00967159806678775
GO:0060337	type I interferon-mediated signaling pathway	4.463046549532149e-05	True	0.0197505334344404	True	2	2	0.009897581949967862
GO:0050853	B cell receptor signaling pathway	0.00017146865333076723	True	0.0225137860483617	True	2	2	0.011342627350846235
GO:0071347	cellular response to interleukin-1	0.0061750990300752	True	0.0224146463540711	True	2	2	0.014294872692073149
GO:0043368	positive T cell selection	0.00016592633211473786	True	0.0382696910477542	True	2	2	0.019217808689934467
GO:0032682	negative regulation of chemokine production	0.0046124775073073	True	0.0364376831347761	True	2	2	0.020525080321041698
GO:0043374	CD8-positive, alpha-beta T cell differentiation	0.0077860665741805	True	0.0365264945510465	True	2	2	0.0221562805626135
GO:0045087	innate immune response	2.7990163205158063e-14	True	0.0	False	2	1	1.3995081602579032e-14
GO:0006955	immune response	6.684380955113724e-07	True	0.0001802767296251	False	2	1	9.047258386030568e-05
GO:0050852	T cell receptor signaling pathway	6.295517538076233e-07	True	0.0022413618714983	False	2	1	0.001120995711626054
GO:0051607	defense response to virus	7.142105017217893e-09	True	0.002301175180226	False	2	1	0.0011505911611655085
GO:0071345	cellular response to cytokine stimulus	0.0097977456364051	True	6.62580174943801e-07	False	2	1	0.004899204108290022
GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0099394791759959	True	0.0015822438920804	False	2	1	0.00576086153403815
GO:0072524	pyridine-containing compound metabolic process	0.0119281811619423	False	0.0001515900518655	True	2	1	0.0060398856069039
GO:0030183	B cell differentiation	0.0104900197938203	False	0.0028959065511901	True	2	1	0.006692963172505199
GO:0032757	positive regulation of interleukin-8 production	0.0146646527067538	False	1.17155891553026e-06	True	2	1	0.007332912132834665
GO:0030168	platelet activation	0.0017820551384342	True	0.0202190708457221	False	2	1	0.011000562992078149
GO:0030217	T cell differentiation	0.0048608876855774	True	0.0180994917981476	False	2	1	0.0114801897418625
GO:0034145	positive regulation of toll-like receptor 4 signaling pathway	0.0233963399264325	False	0.0015196473708996	True	2	1	0.012457993648666048
GO:0140367	antibacterial innate immune response	0.0233963399264325	False	0.0016013697133353	True	2	1	0.012498854819883899
GO:0001774	microglial cell activation	0.0253989804555306	False	0.0003143866437271	True	2	1	0.01285668354962885
GO:0045063	T-helper 1 cell differentiation	0.0219346036588267	False	0.0069618227081246	True	2	1	0.01444821318347565
GO:0002762	negative regulation of myeloid leukocyte differentiation	0.0198413324322128	False	0.0101790894433085	True	2	1	0.01501021093776065
GO:0042117	monocyte activation	0.0146270426036104	False	0.0168931614609962	True	2	1	0.0157601020323033
GO:0002523	leukocyte migration involved in inflammatory response	0.0233963399264325	False	0.0092977846542528	True	2	1	0.016347062290342648
GO:0002251	organ or tissue specific immune response	0.0331509996375339	False	0.0001945383465408	True	2	1	0.01667276899203735
GO:0035019	somatic stem cell population maintenance	0.0202810218356717	False	0.0131834836801288	True	2	1	0.01673225275790025
GO:0002718	regulation of cytokine production involved in immune response	0.0335718191022322	False	0.0019920742569555	True	2	1	0.01778194667959385
GO:0002544	chronic inflammatory response	0.0121036462715154	False	0.0284730862673344	True	2	1	0.0202883662694249
GO:0033209	tumor necrosis factor-mediated signaling pathway	0.00014745354916060642	True	0.0492119565556531	False	2	1	0.024679705052406853
GO:0002922	positive regulation of humoral immune response	0.0121036462715154	False	0.0452541585636975	True	2	1	0.02867890241760645
GO:0042100	B cell proliferation	0.0286815519630206	False	0.0287779732755966	True	2	1	0.0287297626193086
GO:0045766	positive regulation of angiogenesis	0.006626060872237	True	0.0521221869663204	False	2	1	0.0293741239192787
GO:0120162	positive regulation of cold-induced thermogenesis	0.0489824130433395	False	0.0127407452386014	True	2	1	0.03086157914097045
GO:0032661	regulation of interleukin-18 production	0.0146270426036104	False	0.0489174440810133	True	2	1	0.03177224334231185
GO:0051642	centrosome localization	0.0499234367176614	False	0.0143014828788647	True	2	1	0.03211245979826305
GO:0002752	cell surface pattern recognition receptor signaling pathway	0.0661973070038314	False	6.98934712203569e-05	True	2	1	0.03313360023752588
GO:0072376	protein activation cascade	0.0505619837145395	False	0.0166230234822417	True	2	1	0.0335925035983906
GO:0006959	humoral immune response	0.0672255032504936	False	4.81200417268464e-06	True	2	1	0.03361515762733314
GO:0006720	isoprenoid metabolic process	0.0671253638663906	False	0.0007023451275827	True	2	1	0.03391385449698665
GO:0010543	regulation of platelet activation	0.0666795841510575	False	0.00260621280918	True	2	1	0.03464289848011875
GO:0030194	positive regulation of blood coagulation	0.0499234367176614	False	0.0209388456267477	True	2	1	0.03543114117220455
GO:1900015	regulation of cytokine production involved in inflammatory response	0.0664361911504884	False	0.0080913310645564	True	2	1	0.0372637611075224
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	0.0456748862236311	False	0.0316642257484674	True	2	1	0.03866955598604925
GO:0032922	circadian regulation of gene expression	0.0747371191420712	False	0.0060010798061605	True	2	1	0.040369099474115856
GO:0038094	Fc-gamma receptor signaling pathway	9.93517734844517e-06	True	0.0808061832001639	False	2	1	0.040408059188756174
GO:0032689	negative regulation of type II interferon production	0.0016444748852514	True	0.0793980844713358	False	2	1	0.040521279678293595
GO:0032692	negative regulation of interleukin-1 production	0.0818554839556845	False	3.62470841091897e-05	True	2	1	0.040945865519896846
GO:0071356	cellular response to tumor necrosis factor	0.0035225308265017	True	0.0835474424534518	False	2	1	0.04353498663997675
GO:0002446	neutrophil mediated immunity	0.0883410718048366	False	0.0026989106495485	True	2	1	0.045519991227192545
GO:0046629	gamma-delta T cell activation	1.0285633171390148e-05	True	0.0947171540907191	False	2	1	0.04736371986194524
GO:0045582	positive regulation of T cell differentiation	0.004639628798282	True	0.0911449611545048	False	2	1	0.0478922949763934
GO:0032680	regulation of tumor necrosis factor production	0.0965592888917095	False	1.2771459103952599e-12	True	2	1	0.048279644446493325
GO:0030316	osteoclast differentiation	0.0058478369715544	True	0.0918571538159013	False	2	1	0.04885249539372785
GO:0032693	negative regulation of interleukin-10 production	0.0028577834146773	True	0.102920008516273	False	2	1	0.05288889596547515
GO:0009617	response to bacterium	0.1072216602440498	False	0.0	True	2	1	0.0536108301220249
GO:0030212	hyaluronan metabolic process	0.0682219204486137	False	0.0407946870029207	True	2	1	0.0545083037257672
GO:0002526	acute inflammatory response	0.1105688878954279	False	1.95887735216615e-05	True	2	1	0.055294238334474784
GO:0030449	regulation of complement activation	0.0977322759977503	False	0.0135785721045992	True	2	1	0.055655424051174754
GO:0045862	positive regulation of proteolysis	0.0867137425373951	False	0.0316291060124733	True	2	1	0.0591714242749342
GO:0046597	host-mediated suppression of symbiont invasion	0.00338617083232	True	0.117856966630334	False	2	1	0.060621568731327
GO:0140895	cell surface toll-like receptor signaling pathway	0.1284952414721258	False	0.0003769678980437	True	2	1	0.06443610468508475
GO:0045663	positive regulation of myoblast differentiation	0.1099567687627195	False	0.0296605472110096	True	2	1	0.06980865798686454
GO:0022406	membrane docking	0.0097269571254945	True	0.131585167022668	False	2	1	0.07065606207408126
GO:0019432	triglyceride biosynthetic process	0.1099567687627195	False	0.0324597460026177	True	2	1	0.0712082573826686
GO:1901739	regulation of myoblast fusion	0.143908303221554	False	6.62580174943801e-07	True	2	1	0.07195448290086448
GO:0071826	protein-RNA complex organization	0.1450769208197103	False	5.86512308255579e-08	True	2	1	0.07253848973547056
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	0.1386434535669579	False	0.0066935423934724	True	2	1	0.07266849798021514
GO:0030890	positive regulation of B cell proliferation	0.00144448675257	True	0.14723643688481	False	2	1	0.07434046181869
GO:0002385	mucosal immune response	0.1557076996804158	False	0.0003258855571211	True	2	1	0.07801679261876845
GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	0.0039705025701128	True	0.161079077476944	False	2	1	0.0825247900235284
GO:0072593	reactive oxygen species metabolic process	0.1721009284307415	False	7.66520290564126e-08	True	2	1	0.08605050254138528
GO:1902459	positive regulation of stem cell population maintenance	0.1748676275458594	False	0.0020965667036299	True	2	1	0.08848209712474465
GO:1905664	regulation of calcium ion import across plasma membrane	0.1738099976535393	False	0.004538245462587	True	2	1	0.08917412155806315
GO:0050855	regulation of B cell receptor signaling pathway	0.1581571698801482	False	0.0261762497577383	True	2	1	0.09216670981894325
GO:0019370	leukotriene biosynthetic process	0.1738099976535393	False	0.0112783989085825	True	2	1	0.0925441982810609
GO:1903027	regulation of opsonization	0.1593388199217275	False	0.0287779732755966	True	2	1	0.09405839659866205
GO:0010572	positive regulation of platelet activation	0.1880331417591714	False	0.0014254419916935	True	2	1	0.09472929187543246
GO:0052548	regulation of endopeptidase activity	0.1593388199217275	False	0.0316642257484674	True	2	1	0.09550152283509744
GO:1901740	negative regulation of myoblast fusion	0.1935009425651337	False	1.5598834870883e-09	True	2	1	0.0967504720625086
GO:0090200	positive regulation of release of cytochrome c from mitochondria	0.006899211852975	True	0.191155242932777	False	2	1	0.099027227392876
GO:0034154	toll-like receptor 7 signaling pathway	0.1738099976535393	False	0.0274642793480617	True	2	1	0.1006371385008005
GO:0035458	cellular response to interferon-beta	0.006899211852975	True	0.200832266327276	False	2	1	0.1038657390901255
GO:0046642	negative regulation of alpha-beta T cell proliferation	0.1880331417591714	False	0.0233919758028702	True	2	1	0.1057125587810208
GO:0160165	CD8-positive, alpha-beta T cell homeostasis	0.2157521885599528	False	0.0002119448551126	True	2	1	0.1079820667075327
GO:0072574	hepatocyte proliferation	0.1880331417591714	False	0.0284730862673344	True	2	1	0.10825311401325291
GO:0032703	negative regulation of interleukin-2 production	0.0060754677984664	True	0.215356085625191	False	2	1	0.11071577671182871
GO:0071354	cellular response to interleukin-6	0.1875029312079075	False	0.0388658088677235	True	2	1	0.11318437003781551
GO:0014902	myotube differentiation	0.2279427012464082	False	4.14170126172714e-05	True	2	1	0.11399205912951274
GO:0015732	prostaglandin transport	0.1880331417591714	False	0.0408844459189288	True	2	1	0.11445879383905011
GO:0002701	negative regulation of production of molecular mediator of immune response	0.004198671852443	True	0.228812428393112	False	2	1	0.1165055501227775
GO:0061760	antifungal innate immune response	0.2292563424009257	False	0.0118624570303323	True	2	1	0.12055939971562901
GO:0030033	microvillus assembly	0.2020124850861296	False	0.040724280715856	True	2	1	0.1213683829009928
GO:0009159	deoxyribonucleoside monophosphate catabolic process	0.2020124850861296	False	0.0456469073495087	True	2	1	0.12382969621781914
GO:0043691	reverse cholesterol transport	0.2020124850861296	False	0.0461967727039672	True	2	1	0.12410462889504839
GO:0002230	positive regulation of defense response to virus by host	0.0001445638901406965	True	0.249101107654834	False	2	1	0.12462283577248735
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	0.2020124850861296	False	0.0490855063660969	True	2	1	0.12554899572611325
GO:0050766	positive regulation of phagocytosis	0.2505578131256704	False	0.0022619068096181	True	2	1	0.12640985996764423
GO:0043300	regulation of leukocyte degranulation	0.2549353456286344	False	0.0002740077651852	True	2	1	0.1276046766969098
GO:0031295	T cell costimulation	4.2243854503842287e-05	True	0.263201574494883	False	2	1	0.13162190917469344
GO:0070106	interleukin-27-mediated signaling pathway	1.6508769721111405e-05	True	0.264110406639393	False	2	1	0.13206345770455705
GO:0042730	fibrinolysis	0.2555740156963897	False	0.0142325580779119	True	2	1	0.1349032868871508
GO:0034377	plasma lipoprotein particle assembly	0.242528967320306	False	0.033597036984969	True	2	1	0.1380630021526375
GO:0002726	positive regulation of T cell cytokine production	0.0077860665741805	True	0.272576707947461	False	2	1	0.14018138726082077
GO:0002181	cytoplasmic translation	0.281299867517209	False	9.02547045367476e-14	True	2	1	0.14064993375864962
GO:0045590	negative regulation of regulatory T cell differentiation	0.2809968575851538	False	0.0005513211402073	True	2	1	0.14077408936268054
GO:0097242	amyloid-beta clearance	0.2801990802515177	False	0.0015548230019622	True	2	1	0.14087695162673994
GO:0043029	T cell homeostasis	0.2801990802515177	False	0.0021188228391164	True	2	1	0.14115895154531705
GO:0043153	entrainment of circadian clock by photoperiod	0.2809968575851538	False	0.0076523074517258	True	2	1	0.1443245825184398
GO:0002532	production of molecular mediator involved in inflammatory response	0.2900090033389773	False	2.10065299960088e-05	True	2	1	0.14501500493448663
GO:0090280	positive regulation of calcium ion import	0.2555740156963897	False	0.0394822883169963	True	2	1	0.147528152006693
GO:0000028	ribosomal small subunit assembly	0.2933822244989184	False	0.0032763437941907	True	2	1	0.14832928414655452
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	0.2933822244989184	False	0.0043507436012886	True	2	1	0.1488664840501035
GO:0002224	toll-like receptor signaling pathway	0.2911217971409338	False	0.0079618825487455	True	2	1	0.14954183984483965
GO:0006027	glycosaminoglycan catabolic process	0.2933822244989184	False	0.0105855905655093	True	2	1	0.15198390753221383
GO:0032496	response to lipopolysaccharide	0.3058898252937716	False	8.036912997333441e-09	True	2	1	0.15294491666534232
GO:0032930	positive regulation of superoxide anion generation	0.268395372730777	False	0.0378963203922453	True	2	1	0.15314584656151115
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	0.0002599978754698456	True	0.317777544521944	False	2	1	0.15901877119870692
GO:0043302	positive regulation of leukocyte degranulation	0.2933822244989184	False	0.0329866585988932	True	2	1	0.1631844415489058
GO:0032212	positive regulation of telomere maintenance via telomerase	0.3292782091016961	False	0.000133564175361	True	2	1	0.16470588663852853
GO:0098869	cellular oxidant detoxification	0.3333664236661577	False	0.0009792846785545	True	2	1	0.1671728541723561
GO:0042274	ribosomal small subunit biogenesis	0.3413598237850307	False	4.463708509327011e-09	True	2	1	0.1706799141243696
GO:0034142	toll-like receptor 4 signaling pathway	0.3389630795402707	False	0.0064473765346089	True	2	1	0.17270522803743982
GO:0031663	lipopolysaccharide-mediated signaling pathway	0.3502774042921562	False	0.0015461804693553	True	2	1	0.17591179238075574
GO:0032755	positive regulation of interleukin-6 production	0.3646356638149624	False	5.0603358695e-05	True	2	1	0.1823431335868287
GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	0.3292782091016961	False	0.0398649820598824	True	2	1	0.18457159558078923
GO:2000819	regulation of nucleotide-excision repair	0.385114851703767	False	0.0003312253689931	True	2	1	0.19272303853638006
GO:0062208	positive regulation of pattern recognition receptor signaling pathway	0.3900015519235508	False	0.0015555013142077	True	2	1	0.19577852661887923
GO:2000379	positive regulation of reactive oxygen species metabolic process	0.3937084826588665	False	6.74899229625033e-06	True	2	1	0.19685761582558137
GO:0032728	positive regulation of interferon-beta production	0.0057199815677321	True	0.388095404174522	False	2	1	0.19690769287112705
GO:0030574	collagen catabolic process	0.3957139152715863	False	0.0114472598381228	True	2	1	0.20358058755485453
GO:0097028	dendritic cell differentiation	0.385114851703767	False	0.0232735361506882	True	2	1	0.20419419392722762
GO:0030520	estrogen receptor signaling pathway	0.0045830713311186	True	0.421283909706098	False	2	1	0.21293349051860833
GO:1900016	negative regulation of cytokine production involved in inflammatory response	0.385114851703767	False	0.0490855063660969	True	2	1	0.21710017903493195
GO:0050995	negative regulation of lipid catabolic process	0.0046124775073073	True	0.433671740379299	False	2	1	0.21914210894330316
GO:0010575	positive regulation of vascular endothelial growth factor production	0.00040540336908781726	True	0.439757244197692	False	2	1	0.22008132378338993
GO:0140448	signaling receptor ligand precursor processing	0.3957139152715863	False	0.0450064003278023	True	2	1	0.22036015779969428
GO:0070316	regulation of G0 to G1 transition	0.4163694107166976	False	0.0323855382133886	True	2	1	0.22437747446504308
GO:0016052	carbohydrate catabolic process	0.453858596799959	False	0.0002696097916223	True	2	1	0.22706410329579066
GO:0071357	cellular response to type I interferon	0.4545757124907886	False	2.77603892467172e-07	True	2	1	0.22728799504734054
GO:0022617	extracellular matrix disassembly	0.4254808240419681	False	0.0340930606950253	True	2	1	0.2297869423684967
GO:0043277	apoptotic cell clearance	0.4363218582811805	False	0.0371680800275168	True	2	1	0.23674496915434864
GO:2000781	positive regulation of double-strand break repair	0.482920108336456	False	5.42246128469092e-05	True	2	1	0.24148716647465146
GO:0070527	platelet aggregation	0.4451655163405398	False	0.0406594420769597	True	2	1	0.24291247920874975
GO:0031638	zymogen activation	0.49219519708449	False	0.0011887407911596	True	2	1	0.2466919689378248
GO:0001914	regulation of T cell mediated cytotoxicity	0.446041916994831	False	0.0492611910187534	True	2	1	0.24765155400679217
GO:0032722	positive regulation of chemokine production	0.513603990157393	False	5.90233327226792e-06	True	2	1	0.2568049462453326
GO:0050860	negative regulation of T cell receptor signaling pathway	9.48352479417738e-07	True	0.51928290498704	False	2	1	0.2596419266697597
GO:0045861	negative regulation of proteolysis	0.5180279838813997	False	0.0044965676630816	True	2	1	0.26126227577224065
GO:0032509	endosome transport via multivesicular body sorting pathway	0.5180279838813997	False	0.0121978266269142	True	2	1	0.2651129052541569
GO:0046007	negative regulation of activated T cell proliferation	0.0012645610991072	True	0.529070065820168	False	2	1	0.2651673134596376
GO:2000779	regulation of double-strand break repair	0.5339148128999796	False	5.19982376674213e-05	True	2	1	0.2669834055688235
GO:0032206	positive regulation of telomere maintenance	0.5336467763101533	False	0.0032262528467551	True	2	1	0.26843651457845424
GO:0033344	cholesterol efflux	0.49219519708449	False	0.0460874867540946	True	2	1	0.2691413419192923
GO:0061756	leukocyte adhesion to vascular endothelial cell	0.0028128237898002	True	0.541911515792849	False	2	1	0.2723621697913246
GO:0060339	negative regulation of type I interferon-mediated signaling pathway	0.0039705025701128	True	0.543972407628155	False	2	1	0.2739714550991339
GO:0003073	regulation of systemic arterial blood pressure	0.5345186512015745	False	0.0203670207344242	True	2	1	0.27744283596799935
GO:0006909	phagocytosis	0.5585904039190018	False	1.17884253029436e-06	True	2	1	0.27929579138076605
GO:0098883	synapse pruning	0.0015891132911072	True	0.565200106683223	False	2	1	0.2833946099871651
GO:0032720	negative regulation of tumor necrosis factor production	0.5658335327837629	False	0.0033376722489071	True	2	1	0.284585602516335
GO:0045577	regulation of B cell differentiation	0.006899211852975	True	0.575510226114845	False	2	1	0.29120471898391004
GO:0042981	regulation of apoptotic process	0.0093665060632014	True	0.573984602658751	False	2	1	0.2916755543609762
GO:0061028	establishment of endothelial barrier	0.0077197606360837	True	0.580519869442641	False	2	1	0.29411981503936235
GO:0051452	intracellular pH reduction	0.5950503485256633	False	0.0084832396556474	True	2	1	0.3017667940906553
GO:0045648	positive regulation of erythrocyte differentiation	0.00144448675257	True	0.633797248947656	False	2	1	0.317620867850113
GO:0007155	cell adhesion	0.0022510361413166	True	0.642428061320722	False	2	1	0.32233954873101933
GO:0030490	maturation of SSU-rRNA	0.6988984519288188	False	9.92079562563275e-05	True	2	1	0.34949882994253756
GO:0002250	adaptive immune response	6.675180445080294e-06	True	0.70393558175671	False	2	1	0.35197112846857753
GO:0019915	lipid storage	0.6827257696371731	False	0.0225137860483617	True	2	1	0.35261977784276743
GO:0050790	regulation of catalytic activity	0.0058225363026695	True	0.709522265713256	False	2	1	0.35767240100796277
GO:0031334	positive regulation of protein-containing complex assembly	0.0068694880559541	True	0.7149805297298	False	2	1	0.36092500889287704
GO:0015986	proton motive force-driven ATP synthesis	0.7240491647910892	False	1.56056017111658e-06	True	2	1	0.3620253626756301
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	0.0077860665741805	True	0.754350498096588	False	2	1	0.38106828233538426
GO:0001676	long-chain fatty acid metabolic process	0.7557843068165706	False	0.0137294703705695	True	2	1	0.38475688859357005
GO:0045580	regulation of T cell differentiation	0.0073390948458704	True	0.775829270866064	False	2	1	0.3915841828559672
GO:0046631	alpha-beta T cell activation	1.2625411959888748e-10	True	0.791629629651722	False	2	1	0.39581481488898806
GO:0045061	thymic T cell selection	0.0006912288045359447	True	0.792822618899336	False	2	1	0.396756923851936
GO:0043484	regulation of RNA splicing	0.8017542254796435	False	3.6514619521882e-10	True	2	1	0.40087711292239486
GO:0070486	leukocyte aggregation	0.000748362777087993	True	0.810095975575887	False	2	1	0.4054221691764875
GO:0140374	antiviral innate immune response	0.0012701829551011	True	0.855228436764389	False	2	1	0.428249309859745
GO:0002637	regulation of immunoglobulin production	0.0028395044437668	True	0.896669945879333	False	2	1	0.4497547251615499
GO:0051236	establishment of RNA localization	0.930756965673239	False	2.40947502419053e-05	True	2	1	0.4653905302117404
GO:0007166	cell surface receptor signaling pathway	0.0052808048471603	True	0.929747062118174	False	2	1	0.4675139334826672
GO:0006364	rRNA processing	0.9420516287436858	False	7.89660433690002e-13	True	2	1	0.47102581437223773
GO:0022618	protein-RNA complex assembly	0.9513256412034397	False	1.24026258485079e-08	True	2	1	0.47566282680303273
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	0.0013512882471282	True	0.970917385601462	False	2	1	0.4861343369242951
GO:0016525	negative regulation of angiogenesis	0.0022210306328054	True	0.982032450658941	False	2	1	0.4921267406458732
GO:0042102	positive regulation of T cell proliferation	0.0013678461308294	True	0.994276438556309	False	2	1	0.4978221423435692
GO:0006397	mRNA processing	0.9997291584516568	False	2.07653411305314e-16	True	2	1	0.4998645792258285
GO:0006396	RNA processing	1.0	False	8.014455410739381e-31	True	2	1	0.5
GO:0016070	RNA metabolic process	1.0	False	1.84777406742092e-79	True	2	1	0.5
GO:0016071	mRNA metabolic process	1.0	False	4.6459266291112e-18	True	2	1	0.5
GO:0022613	ribonucleoprotein complex biogenesis	1.0	False	3.2203404745055904e-23	True	2	1	0.5
GO:0032774	RNA biosynthetic process	1.0	False	1.20641001438338e-74	True	2	1	0.5
GO:0042254	ribosome biogenesis	1.0	False	1.99317242020011e-17	True	2	1	0.5
GO:0141187	nucleic acid biosynthetic process	1.0	False	1.96043436395893e-75	True	2	1	0.5
GO:0008380	RNA splicing	1.0	False	7.49231893719637e-14	True	2	1	0.5000000000000374
GO:0071706	tumor necrosis factor superfamily cytokine production	1.0	False	1.65532371237671e-13	True	2	1	0.5000000000000827
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	1.0	False	1.65532371237671e-13	True	2	1	0.5000000000000827
GO:0016072	rRNA metabolic process	1.0	False	2.15585973970839e-13	True	2	1	0.5000000000001078
GO:0032640	tumor necrosis factor production	1.0	False	1.2771459103952599e-12	True	2	1	0.5000000000006386
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	1.0	False	1.3835747362615299e-11	True	2	1	0.5000000000069179
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	1.0	False	1.49589358333161e-10	True	2	1	0.5000000000747947
GO:0000398	mRNA splicing, via spliceosome	1.0	False	1.49589358333161e-10	True	2	1	0.5000000000747947
GO:0000375	RNA splicing, via transesterification reactions	1.0	False	3.4094911253213004e-10	True	2	1	0.5000000001704745
GO:0071219	cellular response to molecule of bacterial origin	1.0	False	4.58851280459572e-10	True	2	1	0.5000000002294256
GO:0000380	alternative mRNA splicing, via spliceosome	1.0	False	7.7734099186103e-10	True	2	1	0.5000000003886705
GO:1903311	regulation of mRNA metabolic process	1.0	False	8.65332046510562e-10	True	2	1	0.500000000432666
GO:0032612	interleukin-1 production	1.0	False	1.22357204518177e-09	True	2	1	0.5000000006117861
GO:0032652	regulation of interleukin-1 production	1.0	False	1.22357204518177e-09	True	2	1	0.5000000006117861
GO:0071216	cellular response to biotic stimulus	1.0	False	1.3791255939723802e-09	True	2	1	0.5000000006895629
GO:0034242	negative regulation of syncytium formation by plasma membrane fusion	1.0	False	2.34901338627304e-09	True	2	1	0.5000000011745067
GO:0032611	interleukin-1 beta production	1.0	False	2.77948170678219e-09	True	2	1	0.5000000013897409
GO:0032651	regulation of interleukin-1 beta production	1.0	False	2.77948170678219e-09	True	2	1	0.5000000013897409
GO:0009620	response to fungus	1.0	False	9.59604165106329e-09	True	2	1	0.5000000047980209
