GO_ID	term	annotated	significant_genes	expected	fold_enrichment	pvalue_weight01	pvalue_classic	padj_classic_BH	significant	n_higher_in_TB	n_lower_in_TB	genes_higher_in_TB	genes_lower_in_TB
GO:0051252	regulation of RNA metabolic process	2791	37	48.01	0.7706727765048949	0.01116941314962119	0.9732371734560745	1	FALSE	19	18	SMARCD3;CDK5RAP2;ZNF438;MAPK14;BATF2;LILRB4;CD274;PLSCR1;IL1B;TRIM21;ETV7;PARP9;STAT1;TRIM22;IRF7;PML;OAS1;PARP14;OAS3	ZFP36L2;KLF2;IKZF3;LBH;BCL11B;S1PR1;TLE5;CABIN1;NOP53;ETS1;PBXIP1;TCF7;EZR;BCL9L;RORA;RUNX3;ATM;OGT
GO:0006952	defense response	1413	98	24.31	4.031262854792267	0.011445128515162377	7.198763490022157e-37	1.3192933889380607e-33	FALSE	84	14	C1QB;C1QA;C2;C1QC;NLRC4;H2BC21;H2BC12;HP;MAPK14;AIM2;TLR5;FCER1G;IL18RAP;TIFA;FCGR1A;SERPING1;VNN1;ADM;BATF2;LILRB4;CD274;HPSE;CASP5;MARCO;GBP5;C3AR1;PLSCR1;PGLYRP1;GBP1;TREML1;IFITM1;CASP1;IL1B;CLU;CR1;PSMB9;CEACAM1;CASP4;GBP2;CALHM6;TRIM21;RHBDF2;MSRB1;ANXA3;APOL1;TAP1;LCN2;UBE2L6;PSME2;CD177;IFITM3;FFAR2;LILRA5;PPBP;S100A12;PARP9;TNFAIP6;CLEC4E;GBP4;APOL2;STAT1;TRIM22;NAIP;DEFA1;LTF;IRF7;STAB1;IFI35;IFIT3;PML;MMP9;OAS1;IFI44L;S100A8;PARP14;RSAD2;IFI6;LY6E;OAS3;DEFA1;OASL;IFIT2;ISG15;DEFA3	FCMR;CD6;PTPRCAP;NOP53;ETS1;CD2;IL32;RORA;ITK;IL7R;IGHM;OGT;HBA2;GNLY
GO:0030888	regulation of B cell proliferation	51	7	0.88	7.954545454545454	0.011669689060306958	2.471182075236916e-5	6.861898509925537e-4	FALSE	2	5	TNFSF13;TNFSF13B	IKZF3;TNFRSF13C;GPR183;CD22;ATM
GO:0001776	leukocyte homeostasis	71	7	1.22	5.737704918032787	0.011703510573269996	2.1216521804384768e-4	0.0046473480828887435	FALSE	5	2	AIM2;TNFSF13;PSMB9;TNFSF13B;HCAR2	GPR183;IL7R
GO:0072524	pyridine-containing compound metabolic process	143	6	2.46	2.4390243902439024	0.011928181161942365	0.037111266373576916	0.31930789127061954	FALSE	5	1	PFKFB3;HK3;PARP9;ALPL;PARP14	OGT
GO:0035455	response to interferon-alpha	20	3	0.34	8.823529411764705	0.012019617374513111	0.004612477507307319	0.06324040233210883	FALSE	3	0	IFITM1;IFITM3;OAS1	
GO:0039530	MDA-5 signaling pathway	10	2	0.17	11.76470588235294	0.01210364627151545	0.01210364627151545	0.13674337279598145	FALSE	2	0	IRF7;OAS3	
GO:2001214	positive regulation of vasculogenesis	10	2	0.17	11.76470588235294	0.01210364627151545	0.01210364627151545	0.13674337279598145	FALSE	2	0	ADM;CEACAM1	
GO:0002544	chronic inflammatory response	10	2	0.17	11.76470588235294	0.01210364627151545	0.01210364627151545	0.13674337279598145	FALSE	2	0	VNN1;S100A8	
GO:0035655	interleukin-18-mediated signaling pathway	10	2	0.17	11.76470588235294	0.01210364627151545	0.01210364627151545	0.13674337279598145	FALSE	2	0	IL18RAP;CASP4	
GO:0035630	bone mineralization involved in bone maturation	10	2	0.17	11.76470588235294	0.01210364627151545	0.01210364627151545	0.13674337279598145	FALSE	1	1	LTF	PHOSPHO1
GO:0050859	negative regulation of B cell receptor signaling pathway	10	2	0.17	11.76470588235294	0.01210364627151545	0.01210364627151545	0.13674337279598145	FALSE	0	2		CD5;CD22
GO:0002922	positive regulation of humoral immune response	10	2	0.17	11.76470588235294	0.01210364627151545	0.01210364627151545	0.13674337279598145	FALSE	2	0	IL1B;CR1	
GO:0043124	negative regulation of canonical NF-kappaB signal transduction	81	5	1.39	3.5971223021582737	0.012821569251260143	0.012821569251260143	0.14415743914811507	FALSE	2	3	LILRB4;STAT1	TMC8;RORA;FBXO7
GO:0032868	response to insulin	194	6	3.34	1.7964071856287427	0.013173322733243847	0.11832279286533516	0.7133099947079087	FALSE	5	1	MAPK14;SORT1;IL1B;CEACAM1;ALPL	OGT
GO:0045429	positive regulation of nitric oxide biosynthetic process	30	3	0.52	5.769230769230769	0.014484206801258196	0.014484206801258196	0.1568604291473393	FALSE	2	1	IL1B;CLU	KLF2
GO:0007157	heterophilic cell-cell adhesion	30	3	0.52	5.769230769230769	0.014484206801258196	0.014484206801258196	0.1568604291473393	FALSE	2	1	ICAM1;SCARF1	CD6
GO:0090085	regulation of protein deubiquitination	11	2	0.19	10.526315789473685	0.014627042603610446	0.014627042603610446	0.1568604291473393	FALSE	1	1	TRIM21	NOP53
GO:0042117	monocyte activation	11	2	0.19	10.526315789473685	0.014627042603610446	0.014627042603610446	0.1568604291473393	FALSE	2	0	LILRB4;DYSF	
GO:0030852	regulation of granulocyte differentiation	11	2	0.19	10.526315789473685	0.014627042603610446	0.014627042603610446	0.1568604291473393	FALSE	2	0	C1QC;CEACAM1	
GO:0002838	negative regulation of immune response to tumor cell	11	2	0.19	10.526315789473685	0.014627042603610446	0.014627042603610446	0.1568604291473393	FALSE	2	0	CD274;CEACAM1	
GO:0032661	regulation of interleukin-18 production	11	2	0.19	10.526315789473685	0.014627042603610446	0.014627042603610446	0.1568604291473393	FALSE	2	0	GBP5;CASP1	
GO:1901678	iron coordination entity transport	11	2	0.19	10.526315789473685	0.014627042603610446	0.014627042603610446	0.1568604291473393	FALSE	2	0	FLVCR2;LCN2	
GO:0032757	positive regulation of interleukin-8 production	55	4	0.95	4.2105263157894735	0.014664652706753803	0.014664652706753803	0.1568604291473393	FALSE	3	1	TLR5;IL1B;FFAR2	CD2
GO:0019082	viral protein processing	31	3	0.53	5.660377358490566	0.01583648750534746	0.01583648750534746	0.16711901785873384	FALSE	2	1	ST3GAL4;PARP9	ST6GAL1
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	57	4	0.98	4.081632653061225	0.016541323260966283	0.016541323260966283	0.17224279410756177	FALSE	3	1	MARCO;C3AR1;HCAR3	S1PR1
GO:0043367	CD4-positive, alpha-beta T cell differentiation	99	8	1.7	4.705882352941177	0.01679714220567008	3.025390308249485e-4	0.006253231546900627	FALSE	5	3	IL18RAP;SOCS3;PSMB9;SEMA4A;RSAD2	GPR183;RORA;RUNX3
GO:0141087	positive regulation of inflammasome-mediated signaling pathway	28	2	0.48	4.166666666666667	0.017160568491079498	0.08315894503275534	0.5618865958676292	FALSE	2	0	GBP5;GBP2	
GO:0046545	development of primary female sexual characteristics	38	2	0.65	3.0769230769230766	0.017173551218035987	0.13864345356695795	0.7742435746419716	FALSE	2	0	LHFPL2;TNFAIP6	
GO:0032733	positive regulation of interleukin-10 production	32	3	0.55	5.454545454545454	0.017257433755233146	0.017257433755233146	0.17769098301440187	FALSE	3	0	CD274;LILRA5;ISG15	
GO:0060334	regulation of type II interferon-mediated signaling pathway	12	2	0.21	9.523809523809524	0.017355412491584905	0.017355412491584905	0.17769098301440187	FALSE	2	0	PARP9;PARP14	
GO:0001773	myeloid dendritic cell activation	12	2	0.21	9.523809523809524	0.017355412491584905	0.017355412491584905	0.17769098301440187	FALSE	1	1	BATF2	CD2
GO:0043116	negative regulation of vascular permeability	12	2	0.21	9.523809523809524	0.017355412491584905	0.017355412491584905	0.17769098301440187	FALSE	2	0	ADM;CEACAM1	
GO:0017157	regulation of exocytosis	141	4	2.43	1.6460905349794237	0.01738665550903033	0.22485938581461948	0.916691905832938	FALSE	3	1	SEPTIN4;CEACAM1;CD177	SEPTIN1
GO:0008015	blood circulation	301	5	5.18	0.9652509652509653	0.017645042450870473	0.5940841884303302	1	FALSE	4	1	SERPING1;ADM;C3AR1;CEACAM1	KLF2
GO:0033077	T cell differentiation in thymus	48	7	0.83	8.433734939759036	0.019549752513010332	1.6419076609384956e-5	4.7521055458989793e-4	FALSE	3	4	VNN1;IL1B;PSMB9	ZFP36L2;ZAP70;CD3G;CD3E
GO:0002762	negative regulation of myeloid leukocyte differentiation	34	5	0.58	8.620689655172415	0.019841332432212856	2.66912793438284e-4	0.0056441789935526366	FALSE	5	0	C1QC;LILRB4;CEACAM1;TNFAIP6;LTF	
GO:0051781	positive regulation of cell division	71	4	1.22	3.278688524590164	0.020220935159304995	0.03384389780235516	0.29582472196716797	FALSE	2	2	IL1B;PPBP	LBH;CDC25B
GO:0055074	calcium ion homeostasis	127	4	2.18	1.8348623853211008	0.020273858051145514	0.17543079808137524	0.8361245757819981	FALSE	3	1	FAM20A;ALPL;PML	ANXA6
GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway	13	2	0.22	9.090909090909092	0.020281021835671764	0.020281021835671764	0.2007989970103855	FALSE	2	0	CARD16;LTF	
GO:0035019	somatic stem cell population maintenance	13	2	0.22	9.090909090909092	0.020281021835671764	0.020281021835671764	0.2007989970103855	FALSE	0	2		ZFP36L2;LBH
GO:0002327	immature B cell differentiation	13	2	0.22	9.090909090909092	0.020281021835671764	0.020281021835671764	0.2007989970103855	FALSE	0	2		ATM;IGHM
GO:0072665	protein localization to vacuole	73	3	1.26	2.380952380952381	0.020286102016221517	0.130867818080146	0.7479327066576327	FALSE	3	0	SH3GLB1;GBP1;CLU	
GO:0050900	leukocyte migration	283	17	4.87	3.490759753593429	0.021403543117387108	8.01242883791831e-6	2.591313750051463e-4	FALSE	13	4	ST3GAL4;ICAM1;ANKRD22;C3AR1;CD177;ITGA2B;FFAR2;PPBP;S100A12;TNFAIP6;DEFA1;S100A8;DEFA1	S1PR1;LCK;ZAP70;GPR183
GO:0051259	protein complex oligomerization	229	8	3.94	2.030456852791878	0.021511052639883392	0.044592495549451196	0.36659930577740724	FALSE	5	3	NLRC4;TIFA;GBP5;OAS1;ISG15	EVL;MS4A1;CD247
GO:0031333	negative regulation of protein-containing complex assembly	124	5	2.13	2.347417840375587	0.021888221917328355	0.06289196127182757	0.4604261026265086	FALSE	1	4	CLU	TMC8;NOP53;SPTAN1;OGT
GO:0045063	T-helper 1 cell differentiation	35	3	0.6	5	0.02193460365882677	0.02193460365882677	0.21194455345558805	FALSE	3	0	IL18RAP;PSMB9;SEMA4A	
GO:1904646	cellular response to amyloid-beta	35	3	0.6	5	0.02193460365882677	0.02193460365882677	0.21194455345558805	FALSE	3	0	ICAM1;CASP4;LCN2	
GO:0030593	neutrophil chemotaxis	64	5	1.1	4.545454545454545	0.02322459424357749	0.0048206515157147925	0.0654418321812344	FALSE	5	0	C3AR1;PPBP;S100A12;TNFAIP6;S100A8	
GO:0002430	complement receptor mediated signaling pathway	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	2	0	C3AR1;CR1	
GO:0140367	antibacterial innate immune response	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	2	0	APOL1;LTF	
GO:0035743	CD4-positive, alpha-beta T cell cytokine production	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	2	0	IL1B;RSAD2	
GO:0030575	nuclear body organization	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	1	1	PML	ETS1
GO:0002523	leukocyte migration involved in inflammatory response	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	2	0	FFAR2;S100A8	
GO:0003376	sphingosine-1-phosphate receptor signaling pathway	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	0	2		S1PR1;EZR
GO:2000341	regulation of chemokine (C-X-C motif) ligand 2 production	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	2	0	OAS1;OAS3	
GO:0034145	positive regulation of toll-like receptor 4 signaling pathway	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	2	0	LTF;IFI35	
GO:0030953	astral microtubule organization	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	1	1	LIMK2	EZR
GO:0071360	cellular response to exogenous dsRNA	14	2	0.24	8.333333333333334	0.02339633992643251	0.02339633992643251	0.22139944391656788	FALSE	2	0	OAS1;OAS3	
GO:0001961	positive regulation of cytokine-mediated signaling pathway	53	5	0.91	5.4945054945054945	0.024904730822811	0.002112742050027063	0.03366914722043129	FALSE	4	1	CASP1;CASP4;PARP9;PARP14	EZR
GO:0001774	microglial cell activation	37	3	0.64	4.6875	0.025398980455530625	0.025398980455530625	0.23894874083567938	FALSE	3	0	C1QA;IL1B;CLU	
GO:0007159	leukocyte cell-cell adhesion	342	24	5.88	4.081632653061225	0.02617821260986044	5.109143041159132e-9	3.555704865859862e-7	FALSE	14	10	DUSP3;SMARCD3;PDCD1LG2;ST3GAL4;ICAM1;VNN1;LILRB4;CD274;LRG1;IL1B;CR1;PSMB9;CD177;S100A8	LCK;CD6;ZAP70;CD3E;ETS1;CD5;EZR;TNFRSF13C;IL7R;RUNX3
GO:0006954	inflammatory response	633	42	10.89	3.8567493112947657	0.026262639804921585	2.850849984458961e-14	3.0733280812853657e-12	FALSE	37	5	C1QA;NLRC4;HP;MAPK14;AIM2;TLR5;FCER1G;IL18RAP;FCGR1A;VNN1;ADM;LILRB4;HPSE;CASP5;GBP5;C3AR1;PLSCR1;GBP1;CASP1;IL1B;CLU;CASP4;GBP2;TRIM21;RHBDF2;LCN2;FFAR2;LILRA5;PPBP;S100A12;TNFAIP6;APOL2;NAIP;STAB1;IFI35;MMP9;S100A8	CD6;ETS1;RORA;OGT;HBA2
GO:0033631	cell-cell adhesion mediated by integrin	26	3	0.45	6.666666666666666	0.026517860020543526	0.009753234940266378	0.1173376054739268	FALSE	2	1	ICAM1;ITGA2B	CD3E
GO:0034505	tooth mineralization	15	2	0.26	7.692307692307692	0.026694034786322953	0.026694034786322953	0.24626204688159836	FALSE	2	0	FAM20A;ALPL	
GO:0034114	regulation of heterotypic cell-cell adhesion	15	2	0.26	7.692307692307692	0.026694034786322953	0.026694034786322953	0.24626204688159836	FALSE	1	1	IL1B	LCK
GO:0032897	negative regulation of viral transcription	15	2	0.26	7.692307692307692	0.026694034786322953	0.026694034786322953	0.24626204688159836	FALSE	2	0	TRIM21;IFITM3	
GO:0002675	positive regulation of acute inflammatory response	15	2	0.26	7.692307692307692	0.026694034786322953	0.026694034786322953	0.24626204688159836	FALSE	2	0	IL1B;FFAR2	
GO:0061684	chaperone-mediated autophagy	15	2	0.26	7.692307692307692	0.026694034786322953	0.026694034786322953	0.24626204688159836	FALSE	2	0	CTSA;CLU	
GO:0071260	cellular response to mechanical stimulus	66	4	1.14	3.5087719298245617	0.026805640502898555	0.026805640502898555	0.24686333582066375	FALSE	4	0	TLR5;CASP5;CASP1;IL1B	
GO:0006869	lipid transport	313	11	5.38	2.0446096654275094	0.028049505012254745	0.01970488728280272	0.19733601144052704	FALSE	9	2	NPC2;PLSCR1;IL1B;CLU;CEACAM1;APOL1;APOL6;APOL2;ACSL1	ATP8B2;ESYT1
GO:0034220	monoatomic ion transmembrane transport	703	16	12.09	1.3234077750206783	0.02858796489373695	0.15451923160723316	0.817969030746646	FALSE	10	6	SLC26A8;CACNA1E;GRINA;CALHM6;APOL1;KCNJ15;LCN2;PML;MMP9;GP1BB	TMC8;LCK;ATP8B2;SLC38A1;MS4A1;ANXA6
GO:0042100	B cell proliferation	67	9	1.15	7.82608695652174	0.028681551963020656	2.0235472468211686e-6	7.517204569609989e-5	FALSE	2	7	TNFSF13;TNFSF13B	IKZF3;CD79A;MS4A1;TNFRSF13C;GPR183;CD22;ATM
GO:0010594	regulation of endothelial cell migration	136	6	2.34	2.5641025641025643	0.02969078696169433	0.03009475818833075	0.2692499893166208	FALSE	5	1	CEACAM1;ANXA3;LCN2;SEMA4A;SPARC	ETS1
GO:0002260	lymphocyte homeostasis	49	4	0.84	4.761904761904762	0.02981703691001431	0.009864402899463522	0.11815792405501185	FALSE	4	0	AIM2;TNFSF13;PSMB9;TNFSF13B	
GO:0010043	response to zinc ion	28	3	0.48	6.25	0.029973235931552353	0.011984121865820879	0.13674337279598145	FALSE	3	0	LTA4H;MT2A;S100A8	
GO:0016540	protein autoprocessing	16	2	0.28	7.142857142857142	0.030166968610228884	0.030166968610228884	0.2692499893166208	FALSE	2	0	CASP1;CASP4	
GO:0033032	regulation of myeloid cell apoptotic process	16	2	0.28	7.142857142857142	0.030166968610228884	0.030166968610228884	0.2692499893166208	FALSE	2	0	HCAR2;IRF7	
GO:0044790	suppression of viral release by host	16	2	0.28	7.142857142857142	0.030166968610228884	0.030166968610228884	0.2692499893166208	FALSE	2	0	TRIM21;PML	
GO:1903265	positive regulation of tumor necrosis factor-mediated signaling pathway	16	2	0.28	7.142857142857142	0.030166968610228884	0.030166968610228884	0.2692499893166208	FALSE	2	0	CASP1;CASP4	
GO:1903729	regulation of plasma membrane organization	16	2	0.28	7.142857142857142	0.030166968610228884	0.030166968610228884	0.2692499893166208	FALSE	1	1	SH3GLB1	AHNAK
GO:2000737	negative regulation of stem cell differentiation	16	2	0.28	7.142857142857142	0.030166968610228884	0.030166968610228884	0.2692499893166208	FALSE	0	2		ZFP36L2;LBH
GO:0051668	localization within membrane	603	10	10.37	0.9643201542912248	0.030700334071326354	0.592947778090381	1	FALSE	6	4	LMNB1;VAMP5;SH3GLB1;SORT1;GBP1;TNFAIP6	ARL4C;CD2;EZR;OGT
GO:0043524	negative regulation of neuron apoptotic process	84	5	1.44	3.4722222222222223	0.03202003263764305	0.014827210573733946	0.15798450336121944	FALSE	4	1	GRINA;CLU;LCN2;NAIP	FBXO7
GO:0006508	proteolysis	546	18	9.39	1.9169329073482426	0.03218858564951778	0.00632898157158091	0.08245673147050199	FALSE	17	1	C2;NLRC4;HP;CARD16;FBXO6;CTSA;HPSE;CASP5;CASP1;IL1B;CR1;PSMB9;CASP4;LTA4H;LAP3;LTF;MMP9	OGT
GO:0040012	regulation of locomotion	771	24	13.26	1.8099547511312217	0.032568507164548066	0.003546943087318053	0.05186460929275174	FALSE	15	9	DUSP3;ST3GAL4;ICAM1;HPSE;C3AR1;IFITM1;IL1B;CEACAM1;ANXA3;LCN2;ITGA2B;SEMA4A;TNFAIP6;SPARC;MMP9	EVL;SUN2;S1PR1;ETS1;SPOCK2;GPR183;ATM;OGT;FBXO7
GO:0002456	T cell mediated immunity	108	8	1.86	4.301075268817204	0.032602050666776	5.451665842650132e-4	0.010516932913294887	FALSE	7	1	LILRB4;CD274;SECTM1;IL1B;CR1;CEACAM1;RSAD2	CD8A
GO:0002251	organ or tissue specific immune response	35	8	0.6	13.333333333333334	0.033150999637533984	1.0691772137384662e-7	5.65224646262893e-6	FALSE	8	0	H2BC21;H2BC12;CR1;FFAR2;DEFA1;LTF;DEFA1;DEFA3	
GO:0007229	integrin-mediated signaling pathway	89	5	1.53	3.2679738562091503	0.03352310931104658	0.018618481041527322	0.18886422281608342	FALSE	5	0	FCER1G;CEACAM1;CD177;ITGA2B;ISG15	
GO:0002718	regulation of cytokine production involved in immune response	84	6	1.44	4.166666666666667	0.03357181910223228	0.0032284301527075367	0.048268239409800004	FALSE	6	0	LILRB4;SECTM1;IL1B;CALHM6;FFAR2;RSAD2	
GO:0002710	negative regulation of T cell mediated immunity	28	3	0.48	6.25	0.03358773599306211	0.011984121865820879	0.13674337279598145	FALSE	3	0	LILRB4;CD274;CEACAM1	
GO:0033688	regulation of osteoblast proliferation	17	2	0.29	6.8965517241379315	0.03380819330296911	0.03380819330296911	0.29582472196716797	FALSE	2	0	HPSE;LTF	
GO:0050765	negative regulation of phagocytosis	17	2	0.29	6.8965517241379315	0.03380819330296911	0.03380819330296911	0.29582472196716797	FALSE	2	0	PLSCR1;DYSF	
GO:0090201	negative regulation of release of cytochrome c from mitochondria	17	2	0.29	6.8965517241379315	0.03380819330296911	0.03380819330296911	0.29582472196716797	FALSE	2	0	CLU;IFI6	
GO:0048762	mesenchymal cell differentiation	154	5	2.65	1.8867924528301887	0.03389967582212927	0.12671990850633982	0.7370233223889585	FALSE	4	1	LRG1;IL1B;SEMA4A;STAT1	BCL9L
GO:2000193	positive regulation of fatty acid transport	12	2	0.21	9.523809523809524	0.03398462792442114	0.017355412491584905	0.17769098301440187	FALSE	2	0	IL1B;ACSL1	
GO:0051546	keratinocyte migration	13	2	0.22	9.090909090909092	0.033987171878361755	0.020281021835671764	0.2007989970103855	FALSE	2	0	LRG1;MMP9	
GO:0010595	positive regulation of endothelial cell migration	92	4	1.58	2.531645569620253	0.035210790034657304	0.07407222421945871	0.5181286116521424	FALSE	3	1	ANXA3;LCN2;SPARC	ETS1
GO:0050709	negative regulation of protein secretion	42	3	0.72	4.166666666666667	0.035266501487387844	0.035266501487387844	0.30582843087958733	FALSE	3	0	IL1B;RHBDF2;RSAD2	
GO:0034097	response to cytokine	659	50	11.34	4.409171075837743	0.03558640038654463	2.1537788663097226e-19	4.9339484195711895e-17	FALSE	42	8	MAPK14;AIM2;FCER1G;IL18RAP;CARD16;TIFA;SOCS3;LILRB4;CD274;GBP5;PLSCR1;GBP1;IFITM1;CASP1;IL1B;PSMB9;CEACAM1;CASP4;GBP2;TRIM21;LCN2;PSME2;IFITM3;LILRA5;PARP9;ALPL;LILRA6;GBP4;STAT1;TNFSF13B;NAIP;IRF7;XAF1;IFIT3;MT2A;PML;OAS1;PARP14;OAS3;OASL;IFIT2;ISG15	ZFP36L2;KLF2;TMC8;TLE5;TCF7;EZR;TNFRSF13C;IL7R
GO:0051099	positive regulation of binding	35	3	0.6	5	0.03739800942151127	0.02193460365882677	0.21194455345558805	FALSE	3	0	TRIM21;PARP9;MMP9	
GO:0006968	cellular defense response	43	3	0.74	4.054054054054054	0.03744475510531992	0.03744475510531992	0.3205968708878725	FALSE	0	3		FCMR;ITK;GNLY
GO:0010165	response to X-ray	18	2	0.31	6.451612903225807	0.03761094611180024	0.03761094611180024	0.3205968708878725	FALSE	1	1	LCN2	ATM
GO:0010718	positive regulation of epithelial to mesenchymal transition	44	3	0.76	3.9473684210526314	0.039690359856085315	0.039690359856085315	0.335203684314527	FALSE	2	1	LRG1;IL1B	BCL9L
GO:0042542	response to hydrogen peroxide	73	5	1.26	3.9682539682539684	0.04088345339321037	0.008389000974806089	0.10364657833591882	FALSE	3	2	HP;IL18RAP;LCN2	KLF2;HBA2
GO:0039535	regulation of RIG-I signaling pathway	19	2	0.33	6.0606060606060606	0.041568645351998744	0.041568645351998744	0.34523325097475693	FALSE	1	1	OASL	NOP53
GO:0045591	positive regulation of regulatory T cell differentiation	19	2	0.33	6.0606060606060606	0.041568645351998744	0.041568645351998744	0.34523325097475693	FALSE	2	0	LILRB4;CR1	
GO:0010954	positive regulation of protein processing	19	2	0.33	6.0606060606060606	0.041568645351998744	0.041568645351998744	0.34523325097475693	FALSE	2	0	NLRC4;HPSE	
GO:0097398	cellular response to interleukin-17	19	2	0.33	6.0606060606060606	0.041568645351998744	0.041568645351998744	0.34523325097475693	FALSE	2	0	SOCS3;IL1B	
GO:0009615	response to virus	344	31	5.92	5.236486486486487	0.04177538603904897	3.22382018876156e-14	3.408569884194434e-12	FALSE	31	0	MAPK14;AIM2;NPC2;GBP5;PLSCR1;GBP1;IFITM1;CASP1;IL1B;CLU;GBP2;TRIM21;IFITM3;PARP9;STAT1;TRIM22;DEFA1;IRF7;IFI44;IFIT3;PML;OAS1;IFI44L;RSAD2;IFI6;OAS3;DEFA1;OASL;IFIT2;ISG15;DEFA3	
GO:0032787	monocarboxylic acid metabolic process	453	10	7.79	1.2836970474967908	0.04200225113807152	0.25405001779968794	0.9591439851868605	FALSE	8	2	PFKFB3;HK3;VNN1;DHRS9;IL1B;CEACAM1;PARP9;ACSL1	SLC38A1;OGT
GO:0001819	positive regulation of cytokine production	407	31	7	4.428571428571429	0.042282414263803046	2.904200104556285e-12	2.752981409456975e-10	FALSE	26	5	NLRC4;MAPK14;AIM2;TLR5;FCER1G;IL18RAP;FCGR1A;CD274;HPSE;GBP5;SECTM1;C3AR1;CASP1;IL1B;CLU;PSMB9;FFAR2;LILRA5;CLEC4E;STAT1;NAIP;IRF7;OAS1;RSAD2;OAS3;ISG15	CD6;CD2;IL32;RORA;ITK
GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	20	2	0.34	5.88235294117647	0.04567488622363113	0.04567488622363113	0.36659930577740724	FALSE	1	1	ST3GAL4	ETS1
GO:0051457	maintenance of protein location in nucleus	20	2	0.34	5.88235294117647	0.04567488622363113	0.04567488622363113	0.36659930577740724	FALSE	1	1	PML	SUN2
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	20	2	0.34	5.88235294117647	0.04567488622363113	0.04567488622363113	0.36659930577740724	FALSE	2	0	CARD16;NAIP	
GO:0042744	hydrogen peroxide catabolic process	20	2	0.34	5.88235294117647	0.04567488622363113	0.04567488622363113	0.36659930577740724	FALSE	1	1	HP	HBA2
GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	20	2	0.34	5.88235294117647	0.04567488622363113	0.04567488622363113	0.36659930577740724	FALSE	2	0	ICAM1;GRINA	
GO:0017145	stem cell division	20	2	0.34	5.88235294117647	0.04567488622363113	0.04567488622363113	0.36659930577740724	FALSE	0	2		ZFP36L2;LBH
GO:0015867	ATP transport	20	2	0.34	5.88235294117647	0.04567488622363113	0.04567488622363113	0.36659930577740724	FALSE	2	0	CR1;CALHM6	
GO:1900745	positive regulation of p38MAPK cascade	20	2	0.34	5.88235294117647	0.04567488622363113	0.04567488622363113	0.36659930577740724	FALSE	2	0	GADD45B;IL1B	
GO:0120162	positive regulation of cold-induced thermogenesis	80	4	1.38	2.8985507246376816	0.048982413043339536	0.048982413043339536	0.3874896502334975	FALSE	3	1	LCN2;ALPL;ACSL1	OGT
GO:0046632	alpha-beta T cell differentiation	114	10	1.96	5.1020408163265305	0.04916026078269953	2.6575283222706154e-5	7.305545357921921e-4	FALSE	6	4	IL18RAP;SOCS3;LILRB4;PSMB9;SEMA4A;RSAD2	GPR183;RORA;ITK;RUNX3
GO:0002819	regulation of adaptive immune response	170	9	2.92	3.0821917808219177	0.04958869059001669	0.0027119992460370337	0.04164964205226707	FALSE	9	0	TNFSF13;LILRB4;CD274;SECTM1;IL1B;CR1;CEACAM1;IRF7;RSAD2	
